episode_id;timestamp_start;timestamp_end;league;match;matchup_id;market;side;points;start_odd;end_odd;movement_pct;duration_minutes;hours_until_match_start;hours_until_match_end;observations;base_prob_pct;steam_dominance_pct;movement_score;persistence_score;timing_score;fvs_score
1636137124-moneyline-away--1790100960;2026-09-22T18:16:00.833204+00:00;2026-09-22T18:16:00.833204+00:00;Colombia - Primera A;Independiente Medellin vs Jaguares de Cordoba;1636137124;moneyline;away;;9.56;8.98;6.067;0;4.72;4.53;1;10.58;61.07;50.56;0.0;100.0;38.55
1636137124-moneyline-draw--1790100960;2026-09-22T18:16:00.833204+00:00;2026-09-22T18:16:00.833204+00:00;Colombia - Primera A;Independiente Medellin vs Jaguares de Cordoba;1636137124;moneyline;draw;;5.43;5.22;3.867;0;4.72;4.53;1;18.2;38.93;32.23;0.0;100.0;31.64
1636137124-spread-away-1.5-1790100960;2026-09-22T18:16:00.833204+00:00;2026-09-22T18:16:00.833204+00:00;Colombia - Primera A;Independiente Medellin vs Jaguares de Cordoba;1636137124;spread;away;1.5;1.926;1.862;3.323;0;4.72;4.53;1;51.79;100.0;27.69;0.0;100.0;56.07
1636709488-moneyline-home--1790100960;2026-09-22T18:16:00.833204+00:00;2026-09-22T18:16:00.833204+00:00;England - Isthmian Division 1 North;Takeley vs Redbridge;1636709488;moneyline;home;;2.84;2.8;1.408;0;0.47;0.28;1;32.08;66.4;11.74;0.0;61.74;34.75
1636709488-spread-home-0.5-1790100960;2026-09-22T18:16:00.833204+00:00;2026-09-22T18:16:00.833204+00:00;England - Isthmian Division 1 North;Takeley vs Redbridge;1636709488;spread;home;0.5;1.82;1.8;1.099;0;0.47;0.28;1;51.91;100.0;9.16;0.0;61.74;48.58
1636689393-moneyline-away--1790100960;2026-09-22T18:16:00.833204+00:00;2026-09-22T18:16:00.833204+00:00;England - Isthmian Division 1 North;Felixstowe and Walton United vs Sudbury;1636689393;moneyline;away;;4.25;4.16;2.118;0;0.47;0.28;1;21.58;68.19;17.65;0.0;61.74;33.23
1637165529-moneyline-home--1790100363;2026-09-22T18:06:03.331632+00:00;2026-09-22T18:19:21.866943+00:00;England - Northern League Division 1;Mossley vs 1874 Northwich;1637165529;moneyline;home;;1.394;1.361;2.367;13.31;0.64;0.45;2;66.04;100.0;19.73;36.54;66.03;60.84
1636836439-moneyline-draw--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;Scotland - Challenge Cup;Gala Fairydean Rovers vs Spartans;1636836439;moneyline;draw;;5.73;5.67;1.047;0;0.42;0.23;1;15.67;51.58;8.73;0.0;60.57;25.4
1636709493-moneyline-home--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;Scotland - Challenge Cup;Formartine United vs Montrose;1636709493;moneyline;home;;3.75;3.55;5.333;0;0.42;0.23;1;25.82;100.0;44.44;0.0;60.57;47.69
1636709493-spread-home-0.5-1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;Scotland - Challenge Cup;Formartine United vs Montrose;1636709493;spread;home;0.5;1.962;1.909;2.701;0;0.42;0.23;1;49.58;100.0;22.51;0.0;60.57;50.43
1636709494-moneyline-home--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;Scotland - Challenge Cup;Queen of the South vs Annan Athletic;1636709494;moneyline;home;;2.08;1.917;7.837;0;0.42;0.23;1;47.79;100.0;65.3;0.0;60.57;58.45
1636836483-moneyline-away--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;Scotland - Challenge Cup;Fraserburgh vs Cove Rangers;1636836483;moneyline;away;;1.322;1.225;7.337;0;0.42;0.23;1;74.52;100.0;61.14;0.0;60.57;65.64
1636866459-moneyline-draw--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;Scotland - Challenge Cup;Stirling Albion vs Cumbernauld Colts;1636866459;moneyline;draw;;5.66;4.34;23.322;0;0.42;0.23;1;21.1;100.0;100.0;0.0;60.57;57.39
1636688829-moneyline-away--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Isthmian Division 1 South East;South Park vs Cray Valley Paper Mills;1636688829;moneyline;away;;2.79;2.75;1.434;0;0.42;0.23;1;32.71;84.8;11.95;0.0;60.5;39.45
1636709549-moneyline-home--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;Chile - Cup;Audax Italiano vs Colo Colo;1636709549;moneyline;home;;3.63;3.58;1.377;0;5.17;4.98;1;25.59;71.09;11.48;0.0;100.0;37.74
1636709549-spread-home-0.5-1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;Chile - Cup;Audax Italiano vs Colo Colo;1636709549;spread;home;0.5;1.917;1.893;1.252;0;5.17;4.98;1;50.0;100.0;10.43;0.0;100.0;52.09
1634922509-moneyline-home--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;Algeria - Ligue 1;MC Alger vs MC Oran;1634922509;moneyline;home;;1.61;1.588;1.366;0;0.67;0.48;1;59.2;100.0;11.39;0.0;66.66;51.7
1636928751-moneyline-home--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Isthmian Division 1 South Central;Winchester City vs Bognor Regis Town;1636928751;moneyline;home;;2.18;2.04;6.422;0;0.41;0.22;1;44.07;95.85;53.52;0.0;60.37;53.92
1636688826-moneyline-home--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Isthmian Division 1 North;Cambridge City vs Witham Town;1636688826;moneyline;home;;1.82;1.714;5.824;0;0.41;0.22;1;52.41;100.0;48.53;0.0;60.36;56.46
1636688824-moneyline-away--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Isthmian Division 1 North;Bowers and Pitsea vs Grays Athletic;1636688824;moneyline;away;;3.11;3.07;1.286;0;0.41;0.22;1;29.28;82.32;10.72;0.0;60.36;37.54
1636688824-spread-away-0.5-1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Isthmian Division 1 North;Bowers and Pitsea vs Grays Athletic;1636688824;spread;away;0.5;1.794;1.775;1.059;0;0.41;0.22;1;52.62;100.0;8.83;0.0;60.36;48.59
1636689394-moneyline-away--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Isthmian Division 1 North;Concord Rangers vs Buckhurst Hill;1636689394;moneyline;away;;3.29;3.24;1.52;0;0.41;0.22;1;27.73;59.14;12.66;0.0;60.36;31.67
1636689394-moneyline-draw--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Isthmian Division 1 North;Concord Rangers vs Buckhurst Hill;1636689394;moneyline;draw;;3.81;3.77;1.05;0;0.41;0.22;1;23.83;40.86;8.75;0.0;60.36;25.15
1636689394-spread-away-0.5-1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Isthmian Division 1 North;Concord Rangers vs Buckhurst Hill;1636689394;spread;away;0.5;1.901;1.877;1.262;0;0.41;0.22;1;49.8;100.0;10.52;0.0;60.36;48.08
1636918785-moneyline-away--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Northern League Division 1;Garforth Town vs Lincoln United;1636918785;moneyline;away;;3.42;3.33;2.632;0;0.41;0.22;1;26.98;77.06;21.93;0.0;60.35;37.78
1636918785-spread-away-0.5-1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Northern League Division 1;Garforth Town vs Lincoln United;1636918785;spread;away;0.5;1.952;1.909;2.203;0;0.41;0.22;1;48.89;100.0;18.36;0.0;60.35;49.37
1636920013-moneyline-away--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Northern League Division 1;West Auckland Town vs Heaton Stannington;1636920013;moneyline;away;;2.29;1.98;13.537;0;0.41;0.22;1;45.37;100.0;100.0;0.0;60.35;64.65
1636918788-moneyline-away--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Northern League Division 1;Nuneaton Town vs Grantham Town;1636918788;moneyline;away;;2.61;2.22;14.943;0;0.41;0.22;1;40.53;84.68;100.0;0.0;60.35;59.36
1636918788-moneyline-draw--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Northern League Division 1;Nuneaton Town vs Grantham Town;1636918788;moneyline;draw;;3.7;3.6;2.703;0;0.41;0.22;1;24.99;15.32;22.52;0.0;60.35;21.87
1636918786-moneyline-away--1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Northern League Division 1;Liversedge vs Silsden;1636918786;moneyline;away;;3.03;2.94;2.97;0;0.41;0.22;1;30.55;91.8;24.75;0.0;60.35;43.1
1636918786-spread-away-0.5-1790101161;2026-09-22T18:19:21.866943+00:00;2026-09-22T18:19:21.866943+00:00;England - Northern League Division 1;Liversedge vs Silsden;1636918786;spread;away;0.5;1.806;1.769;2.049;0;0.41;0.22;1;52.81;100.0;17.07;0.0;60.35;50.29
1636709511-moneyline-away--1790100562;2026-09-22T18:09:22.507952+00:00;2026-09-22T18:22:42.117072+00:00;Chile - Cup;Puerto Montt vs Nublense;1636709511;moneyline;away;;1.877;1.769;5.754;13.33;2.84;2.65;2;51.47;100.0;47.95;36.56;100.0;65.51
1636709511-spread-away--0.5-1790100562;2026-09-22T18:09:22.507952+00:00;2026-09-22T18:22:42.117072+00:00;Chile - Cup;Puerto Montt vs Nublense;1636709511;spread;away;-0.5;1.885;1.775;5.836;13.33;2.84;2.65;2;53.1;100.0;48.63;36.56;100.0;66.14
1636836547-moneyline-away--1790101362;2026-09-22T18:22:42.117072+00:00;2026-09-22T18:22:42.117072+00:00;Scotland - Challenge Cup;Berwick Rangers vs Stranraer;1636836547;moneyline;away;;1.68;1.552;7.619;0;0.37;0.18;1;59.02;100.0;63.49;0.0;59.19;61.32
1636709491-moneyline-home--1790101362;2026-09-22T18:22:42.117072+00:00;2026-09-22T18:22:42.117072+00:00;Scotland - Challenge Cup;Alloa Athletic vs Hibernian B;1636709491;moneyline;home;;1.159;1.091;5.867;0;0.37;0.18;1;84.73;100.0;48.89;0.0;59.19;66.12
1637002779-moneyline-home--1790100765;2026-09-22T18:12:45.748104+00:00;2026-09-22T18:26:03.735991+00:00;England - EFL Trophy;Bradford City vs Newcastle United U21;1637002779;moneyline;home;;1.156;1.108;4.152;13.3;0.28;0.09;2;85.26;100.0;34.6;36.53;57.1;68.69
1637155305-moneyline-away--1790101563;2026-09-22T18:26:03.735991+00:00;2026-09-22T18:26:03.735991+00:00;England - EFL Trophy;Bromley vs Brentford U21;1637155305;moneyline;away;;2.75;2.68;2.545;0;0.06;0;1;35.03;100.0;21.21;0.0;51.61;44.91
1636768959-spread-home-0.0-1790101765;2026-09-22T18:29:25.383047+00:00;2026-09-22T18:29:25.383047+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;home;0.0;1.971;1.847;6.291;0;2.51;2.32;1;49.36;71.2;52.43;0.0;100.0;53.09
1636906778-moneyline-away--1790101765;2026-09-22T18:29:25.383047+00:00;2026-09-22T18:29:25.383047+00:00;Scotland - Challenge Cup;Banks O´Dee vs Aberdeen B;1636906778;moneyline;away;;1.69;1.571;7.041;0;0.26;0.07;1;58.27;100.0;58.68;0.0;56.39;59.86
1636768959-spread-away--0.0-1790101765;2026-09-22T18:29:25.383047+00:00;2026-09-22T18:32:47.251703+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;away;-0.0;1.847;1.758;4.819;3.36;2.51;2.32;2;51.74;52.48;40.16;20.24;100.0;49.71
1636713987-moneyline-away--1790101967;2026-09-22T18:32:47.251703+00:00;2026-09-22T18:32:47.251703+00:00;Scotland - Challenge Cup;Forfar Athletic vs Peterhead;1636713987;moneyline;away;;1.962;1.847;5.861;0;0.2;0.01;1;49.52;53.57;48.84;0.0;54.99;43.52
1636713987-moneyline-draw--1790101967;2026-09-22T18:32:47.251703+00:00;2026-09-22T18:32:47.251703+00:00;Scotland - Challenge Cup;Forfar Athletic vs Peterhead;1636713987;moneyline;draw;;3.74;3.55;5.08;0;0.2;0.01;1;25.76;46.43;42.34;0.0;54.99;33.3
1636713987-spread-away--0.5-1790101967;2026-09-22T18:32:47.251703+00:00;2026-09-22T18:32:47.251703+00:00;Scotland - Challenge Cup;Forfar Athletic vs Peterhead;1636713987;spread;away;-0.5;1.971;1.855;5.885;0;0.2;0.01;1;51.06;100.0;49.04;0.0;54.99;55.62
1636896177-moneyline-home--1790101967;2026-09-22T18:32:47.251703+00:00;2026-09-22T18:32:47.251703+00:00;Scotland - Challenge Cup;Clydebank vs St Mirren B;1636896177;moneyline;home;;1.562;1.543;1.216;0;0.2;0.01;1;59.34;100.0;10.14;0.0;54.99;50.33
1636896177-spread-home--1.0-1790101967;2026-09-22T18:32:47.251703+00:00;2026-09-22T18:32:47.251703+00:00;Scotland - Challenge Cup;Clydebank vs St Mirren B;1636896177;spread;home;-1.0;1.909;1.862;2.462;0;0.2;0.01;1;50.84;100.0;20.52;0.0;54.99;49.86
1636709493-moneyline-home--1790101967;2026-09-22T18:32:47.251703+00:00;2026-09-22T18:32:47.251703+00:00;Scotland - Challenge Cup;Formartine United vs Montrose;1636709493;moneyline;home;;3.55;3.44;3.099;0;0.2;0.01;1;26.61;73.82;25.82;0.0;54.99;37.1
1636709493-moneyline-draw--1790101967;2026-09-22T18:32:47.251703+00:00;2026-09-22T18:32:47.251703+00:00;Scotland - Challenge Cup;Formartine United vs Montrose;1636709493;moneyline;draw;;3.64;3.6;1.099;0;0.2;0.01;1;25.43;26.18;9.16;0.0;54.99;21.5
1636709493-spread-home-0.5-1790101967;2026-09-22T18:32:47.251703+00:00;2026-09-22T18:32:47.251703+00:00;Scotland - Challenge Cup;Formartine United vs Montrose;1636709493;spread;home;0.5;1.909;1.87;2.043;0;0.2;0.01;1;50.62;100.0;17.02;0.0;54.99;49.09
1637185194-spread-home-0.0-1790101967;2026-09-22T18:32:47.251703+00:00;2026-09-22T18:32:47.251703+00:00;El Salvador - Segunda Division;Sal Y Mar vs San Marcos de Jiquilisco;1637185194;spread;home;0.0;1.781;1.752;1.628;0;2.44;2.25;1;52.94;100.0;13.57;0.0;100.0;53.6
1636920010-moneyline-home--1790102167;2026-09-22T18:36:07.859183+00:00;2026-09-22T18:36:07.859183+00:00;England - Northern League Division 1;Congleton Town vs Bootle;1636920010;moneyline;home;;4.75;4.53;4.632;0;0.14;0;1;19.83;67.38;38.6;0.0;53.6;35.87
1636920010-moneyline-draw--1790102167;2026-09-22T18:36:07.859183+00:00;2026-09-22T18:36:07.859183+00:00;England - Northern League Division 1;Congleton Town vs Bootle;1636920010;moneyline;draw;;4.46;4.36;2.242;0;0.14;0;1;20.6;32.62;18.68;0.0;53.6;23.43
1637165529-moneyline-away--1790102167;2026-09-22T18:36:07.859183+00:00;2026-09-22T18:36:07.859183+00:00;England - Northern League Division 1;Mossley vs 1874 Northwich;1637165529;moneyline;away;;6.25;6.17;1.28;0;0.14;0;1;14.56;74.6;10.67;0.0;53.6;30.51
1636689402-moneyline-draw--1790102167;2026-09-22T18:36:07.859183+00:00;2026-09-22T18:36:07.859183+00:00;Scotland - Challenge Cup;Kelty Hearts vs Hearts II;1636689402;moneyline;draw;;5.34;4.64;13.109;0;0.14;0;1;19.74;100.0;100.0;0.0;53.6;56.28
1636713985-moneyline-home--1790102167;2026-09-22T18:36:07.859183+00:00;2026-09-22T18:36:07.859183+00:00;Scotland - Challenge Cup;Dumbarton vs Kilmarnock B;1636713985;moneyline;home;;1.606;1.562;2.74;0;0.14;0;1;58.61;100.0;22.83;0.0;53.6;52.51
1636713985-spread-home--1.0-1790102167;2026-09-22T18:36:07.859183+00:00;2026-09-22T18:36:07.859183+00:00;Scotland - Challenge Cup;Dumbarton vs Kilmarnock B;1636713985;spread;home;-1.0;1.99;1.901;4.472;0;0.14;0;1;49.79;100.0;37.27;0.0;53.6;52.75
1636836547-moneyline-away--1790102167;2026-09-22T18:36:07.859183+00:00;2026-09-22T18:36:07.859183+00:00;Scotland - Challenge Cup;Berwick Rangers vs Stranraer;1636836547;moneyline;away;;1.552;1.446;6.83;0;0.14;0;1;63.31;100.0;56.92;0.0;53.6;60.74
1637131526-moneyline-home--1790102367;2026-09-22T18:39:27.556659+00:00;2026-09-22T18:39:27.556659+00:00;England - FA Cup Qualification;Truro City vs Merthyr Town;1637131526;moneyline;home;;1.862;1.84;1.182;0;0.08;0;1;48.84;100.0;9.85;0.0;52.11;46.83
1637131526-spread-home--0.5-1790102367;2026-09-22T18:39:27.556659+00:00;2026-09-22T18:39:27.556659+00:00;England - FA Cup Qualification;Truro City vs Merthyr Town;1637131526;spread;home;-0.5;1.87;1.847;1.23;0;0.08;0;1;50.61;100.0;10.25;0.0;52.11;47.45
1636709511-moneyline-home--1790102367;2026-09-22T18:39:27.556659+00:00;2026-09-22T18:39:27.556659+00:00;Chile - Cup;Puerto Montt vs Nublense;1636709511;moneyline;home;;4.4;4.1;6.818;0;2.33;2.11;1;22.18;66.96;56.82;0.0;100.0;44.76
1636709511-moneyline-draw--1790102367;2026-09-22T18:39:27.556659+00:00;2026-09-22T18:39:27.556659+00:00;Chile - Cup;Puerto Montt vs Nublense;1636709511;moneyline;draw;;3.27;3.16;3.364;0;2.33;2.11;1;28.78;33.04;28.03;0.0;100.0;32.5
1636709511-spread-home-0.5-1790102367;2026-09-22T18:39:27.556659+00:00;2026-09-22T18:39:27.556659+00:00;Chile - Cup;Puerto Montt vs Nublense;1636709511;spread;home;0.5;2.01;1.909;5.025;0;2.33;2.11;1;49.38;100.0;41.87;0.0;100.0;58.19
1636709481-moneyline-away--1790102367;2026-09-22T18:39:27.556659+00:00;2026-09-22T18:39:27.556659+00:00;England - Southern Premier League South;Plymouth Parkway vs Frome Town;1636709481;moneyline;away;;3.13;2.99;4.473;0;0.08;0;1;30.66;94.17;37.27;0.0;52.01;45.4
1636768959-spread-home-0.0-1790102571;2026-09-22T18:42:51.113680+00:00;2026-09-22T18:42:51.113680+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;home;0.0;1.971;1.885;4.363;0;2.27;2.05;1;48.26;47.52;36.36;0.0;100.0;43.63
1636768959-spread-away--0.0-1790102771;2026-09-22T18:46:11.235059+00:00;2026-09-22T18:46:11.235059+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;away;-0.0;1.847;1.758;4.819;0;2.22;2.0;1;51.74;52.48;40.16;0.0;100.0;46.67
1636709549-moneyline-away--1790103121;2026-09-22T18:52:01.159150+00:00;2026-09-22T18:52:01.159150+00:00;Chile - Cup;Audax Italiano vs Colo Colo;1636709549;moneyline;away;;1.885;1.719;8.806;0;4.62;4.41;1;53.28;100.0;73.39;0.0;100.0;65.66
1636709549-total-over-2.5-1790103121;2026-09-22T18:52:01.159150+00:00;2026-09-22T18:52:01.159150+00:00;Chile - Cup;Audax Italiano vs Colo Colo;1636709549;total;over;2.5;1.877;1.826;2.717;0;4.62;4.41;1;51.8;100.0;22.64;0.0;100.0;55.07
1636768959-spread-home-0.0-1790103480;2026-09-22T18:58:00.036572+00:00;2026-09-22T18:58:00.036572+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;home;0.0;1.971;1.885;4.363;0;2.03;1.81;1;48.26;47.52;36.36;0.0;100.0;43.63
1636768959-spread-away--0.0-1790103656;2026-09-22T19:00:56.633515+00:00;2026-09-22T19:00:56.633515+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;away;-0.0;1.847;1.758;4.819;0;1.98;1.76;1;51.74;52.48;40.16;0.0;99.42;46.62
1636768959-spread-home-0.0-1790104362;2026-09-22T19:12:42.796414+00:00;2026-09-22T19:12:42.796414+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;home;0.0;1.971;1.885;4.363;0;1.79;1.58;1;48.26;47.52;36.36;0.0;94.69;43.1
1636768959-spread-away--0.0-1790104539;2026-09-22T19:15:39.949824+00:00;2026-09-22T19:15:39.949824+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;away;-0.0;1.87;1.758;5.989;0;1.74;1.53;1;51.95;57.25;49.91;0.0;93.46;49.23
1637165544-moneyline-home--1790104892;2026-09-22T19:21:32.332937+00:00;2026-09-22T19:21:32.332937+00:00;Bolivia - Cup;Nacional Potosi vs Real Potosi;1637165544;moneyline;home;;2.23;1.926;13.632;0;3.64;3.43;1;45.9;100.0;100.0;0.0;100.0;68.77
1636768959-spread-home-0.0-1790105245;2026-09-22T19:27:25.694320+00:00;2026-09-22T19:27:25.694320+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;home;0.0;1.99;1.901;4.472;0;1.54;1.33;1;48.05;42.75;37.27;0.0;88.4;41.39
1636768959-spread-away--0.0-1790105421;2026-09-22T19:30:21.870802+00:00;2026-09-22T19:30:21.870802+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;away;-0.0;1.87;1.758;5.989;0;1.49;1.28;1;51.95;57.25;49.91;0.0;87.18;48.6
1636137124-spread-home--1.5-1790106297;2026-09-22T19:44:57.312486+00:00;2026-09-22T19:44:57.312486+00:00;Colombia - Primera A;Independiente Medellin vs Jaguares de Cordoba;1636137124;spread;home;-1.5;2.0;1.98;1.0;0;3.25;3.03;1;48.57;100.0;8.33;0.0;100.0;51.24
1636768959-spread-away--0.0-1790106297;2026-09-22T19:44:57.312486+00:00;2026-09-22T19:44:57.312486+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;away;-0.0;1.87;1.758;5.989;0;1.24;1.03;1;51.95;57.25;49.91;0.0;81.03;47.98
1636768959-spread-home-0.0-1790106123;2026-09-22T19:42:03.674545+00:00;2026-09-22T19:47:54.119020+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;home;0.0;1.99;1.893;4.874;5.84;1.29;1.08;2;48.22;46.0;40.62;26.41;82.25;46.28
1636714053-moneyline-home--1790106648;2026-09-22T19:50:48.119512+00:00;2026-09-22T19:50:48.119512+00:00;Chile - Cup;Cobreloa vs Coquimbo Unido;1636714053;moneyline;home;;3.22;3.15;2.174;0;3.64;3.43;1;29.06;69.84;18.12;0.0;100.0;39.8
1636759972-moneyline-home--1790106824;2026-09-22T19:53:44.903220+00:00;2026-09-22T19:53:44.903220+00:00;Paraguay - Cup;2 de Mayo vs Club Sol de America;1636759972;moneyline;home;;1.769;1.746;1.3;0;1.6;1.39;1;51.47;100.0;10.83;0.0;89.95;51.6
1637175360-moneyline-away--1790106824;2026-09-22T19:53:44.903220+00:00;2026-09-22T19:53:44.903220+00:00;Brazil - Serie B;Criciuma vs Operario Ferroviario;1637175360;moneyline;away;;4.09;4.02;1.711;0;2.6;2.38;1;23.93;73.37;14.26;0.0;100.0;38.37
1637175360-spread-away-0.5-1790106824;2026-09-22T19:53:44.903220+00:00;2026-09-22T19:53:44.903220+00:00;Brazil - Serie B;Criciuma vs Operario Ferroviario;1637175360;spread;away;0.5;1.833;1.806;1.473;0;2.6;2.38;1;53.76;100.0;12.27;0.0;100.0;53.58
1636768959-spread-away--0.0-1790107177;2026-09-22T19:59:37.691059+00:00;2026-09-22T19:59:37.691059+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;away;-0.0;1.87;1.763;5.722;0;1.01;0.79;1;51.78;54.0;47.68;0.0;75.14;46.08
1636768959-spread-home-0.0-1790107356;2026-09-22T20:02:36.087399+00:00;2026-09-22T20:02:36.087399+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;home;0.0;1.99;1.893;4.874;0;0.96;0.74;1;48.22;46.0;40.62;0.0;73.91;41.48
1637165544-moneyline-home--1790107532;2026-09-22T20:05:32.756212+00:00;2026-09-22T20:05:32.756212+00:00;Bolivia - Cup;Nacional Potosi vs Real Potosi;1637165544;moneyline;home;;1.926;1.847;4.102;0;2.9;2.69;1;46.49;46.51;34.18;0.0;100.0;42.41
1637165544-moneyline-away--1790107532;2026-09-22T20:05:32.756212+00:00;2026-09-22T20:05:32.756212+00:00;Bolivia - Cup;Nacional Potosi vs Real Potosi;1637165544;moneyline;away;;3.18;3.03;4.717;0;2.9;2.69;1;28.34;53.49;39.31;0.0;100.0;39.73
1637165544-spread-home--0.5-1790107532;2026-09-22T20:05:32.756212+00:00;2026-09-22T20:05:32.756212+00:00;Bolivia - Cup;Nacional Potosi vs Real Potosi;1637165544;spread;home;-0.5;1.935;1.855;4.134;0;2.9;2.69;1;48.9;100.0;34.45;0.0;100.0;56.56
1636709549-moneyline-home--1790107532;2026-09-22T20:05:32.756212+00:00;2026-09-22T20:05:32.756212+00:00;Chile - Cup;Audax Italiano vs Colo Colo;1636709549;moneyline;home;;4.12;3.68;10.68;0;3.4;3.18;1;24.87;67.76;89.0;0.0;100.0;52.2
1636709549-moneyline-draw--1790107532;2026-09-22T20:05:32.756212+00:00;2026-09-22T20:05:32.756212+00:00;Chile - Cup;Audax Italiano vs Colo Colo;1636709549;moneyline;draw;;3.74;3.55;5.08;0;3.4;3.18;1;25.78;32.24;42.34;0.0;100.0;34.26
1636709549-spread-away--0.5-1790107532;2026-09-22T20:05:32.756212+00:00;2026-09-22T20:05:32.756212+00:00;Chile - Cup;Audax Italiano vs Colo Colo;1636709549;spread;away;-0.5;1.893;1.862;1.638;0;3.4;3.18;1;50.84;100.0;13.65;0.0;100.0;52.98
1636709549-total-under-2.5-1790107532;2026-09-22T20:05:32.756212+00:00;2026-09-22T20:05:32.756212+00:00;Chile - Cup;Audax Italiano vs Colo Colo;1636709549;total;under;2.5;1.962;1.917;2.294;0;3.4;3.18;1;49.38;100.0;19.11;0.0;100.0;53.64
1636734382-moneyline-draw--1790107532;2026-09-22T20:05:32.756212+00:00;2026-09-22T20:05:32.756212+00:00;Japan - Cup;Kashiwa Reysol vs Imabari;1636734382;moneyline;draw;;7.65;7.53;1.569;0;11.89;11.68;1;12.53;68.54;13.07;0.0;51.31;28.64
1636734384-moneyline-draw--1790107710;2026-09-22T20:08:30.788868+00:00;2026-09-22T20:08:30.788868+00:00;Japan - Cup;Kashima Antlers vs Ventforet Kofu;1636734384;moneyline;draw;;4.83;4.78;1.035;0;11.85;11.63;1;19.79;100.0;8.63;0.0;51.94;37.86
1636768959-spread-away--0.0-1790108067;2026-09-22T20:14:27.391687+00:00;2026-09-22T20:14:27.391687+00:00;Colombia - Primera B;Atletico Cali vs Tigres;1636768959;spread;away;-0.0;1.87;1.763;5.722;0;0.75;0.54;1;51.78;54.0;47.68;0.0;68.74;45.44
1637165544-moneyline-home--1790108423;2026-09-22T20:20:23.216896+00:00;2026-09-22T20:20:23.216896+00:00;Bolivia - Cup;Nacional Potosi vs Real Potosi;1637165544;moneyline;home;;1.847;1.82;1.462;0;2.66;2.45;1;46.87;68.89;12.18;0.0;100.0;43.72
1637165544-spread-home--0.5-1790108423;2026-09-22T20:20:23.216896+00:00;2026-09-22T20:20:23.216896+00:00;Bolivia - Cup;Nacional Potosi vs Real Potosi;1637165544;spread;home;-0.5;1.855;1.82;1.887;0;2.66;2.45;1;49.46;100.0;15.72;0.0;100.0;52.98
