timestamp;match;market;designation;points;old_odd;new_odd;movement_pct
2026-06-15T13:54:13.882739+00:00;Texas Rangers vs Minnesota Twins;moneyline;home;;-161;-160;0.24
2026-06-15T13:54:13.883330+00:00;Texas Rangers vs Minnesota Twins;moneyline;away;;145;144;0.41
2026-06-15T13:54:13.883912+00:00;Texas Rangers vs Minnesota Twins;spread;home;-1.5;132;133;0.43
2026-06-15T13:54:13.884437+00:00;Texas Rangers vs Minnesota Twins;spread;away;1.5;-149;-150;0.27
2026-06-15T13:56:14.749655+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;home;;-192;-190;0.36
2026-06-15T13:56:14.750367+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;away;;175;173;0.73
2026-06-15T13:56:14.751071+00:00;Philadelphia Phillies vs Miami Marlins;spread;home;-1.5;104;105;0.49
2026-06-15T13:58:15.327467+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;home;;-149;-148;0.27
2026-06-15T13:58:15.328100+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;away;;134;135;0.43
2026-06-15T13:58:15.328678+00:00;St. Louis Cardinals vs San Diego Padres;spread;home;-1.5;141;142;0.41
2026-06-15T13:58:15.329270+00:00;St. Louis Cardinals vs San Diego Padres;spread;away;1.5;-160;-158;0.49
2026-06-15T13:58:15.329790+00:00;St. Louis Cardinals vs San Diego Padres;total;over;8.5;-106;-105;0.46
2026-06-15T13:58:15.330338+00:00;St. Louis Cardinals vs San Diego Padres;total;under;8.5;-108;-107;0.45
2026-06-15T14:00:15.581593+00:00;Athletics vs Pittsburgh Pirates;moneyline;home;;-118;-113;2.03
2026-06-15T14:00:15.582487+00:00;Athletics vs Pittsburgh Pirates;moneyline;away;;109;104;2.39
2026-06-15T14:00:15.593724+00:00;Athletics vs Pittsburgh Pirates;spread;home;-1.5;160;165;1.92
2026-06-15T14:00:15.595373+00:00;Athletics vs Pittsburgh Pirates;spread;away;1.5;-179;-185;1.16
2026-06-15T14:00:15.595957+00:00;Athletics vs Pittsburgh Pirates;total;over;10.5;-100;-101;0.5
2026-06-15T14:00:15.693817+00:00;Cincinnati Reds vs New York Mets;moneyline;away;;122;123;0.45
2026-06-15T14:00:15.694401+00:00;Cincinnati Reds vs New York Mets;spread;away;1.5;-175;-174;0.21
2026-06-15T14:02:16.163531+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;away;;140;141;0.42
2026-06-15T14:08:17.393904+00:00;Texas Rangers vs Minnesota Twins;moneyline;home;;-160;-159;0.24
2026-06-15T14:08:17.394475+00:00;Texas Rangers vs Minnesota Twins;moneyline;away;;144;146;0.82
2026-06-15T14:08:17.395099+00:00;Texas Rangers vs Minnesota Twins;spread;home;-1.5;133;134;0.43
2026-06-15T14:08:17.395678+00:00;Texas Rangers vs Minnesota Twins;spread;away;1.5;-150;-148;0.54
2026-06-15T14:08:17.396186+00:00;Texas Rangers vs Minnesota Twins;total;over;8.0;-105;-104;0.47
2026-06-15T14:08:17.396754+00:00;Texas Rangers vs Minnesota Twins;total;under;8.0;-109;-108;0.44
2026-06-15T14:08:17.458652+00:00;Chicago Cubs vs Colorado Rockies;moneyline;home;;-206;-203;0.48
2026-06-15T14:08:17.459267+00:00;Chicago Cubs vs Colorado Rockies;moneyline;away;;183;185;0.71
2026-06-15T14:08:17.459846+00:00;Chicago Cubs vs Colorado Rockies;spread;home;-1.5;-101;101;1.0
2026-06-15T14:08:17.460344+00:00;Chicago Cubs vs Colorado Rockies;spread;away;1.5;-112;-111;0.42
2026-06-15T14:08:17.460907+00:00;Chicago Cubs vs Colorado Rockies;total;over;9.5;100;101;0.5
2026-06-15T14:08:17.461473+00:00;Chicago Cubs vs Colorado Rockies;total;under;9.5;-115;-114;0.41
2026-06-15T14:12:18.278200+00:00;Philadelphia Phillies vs Miami Marlins;spread;home;-1.5;105;104;0.49
2026-06-15T14:14:18.866781+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;home;;-148;-147;0.27
2026-06-15T14:14:19.053192+00:00;Cincinnati Reds vs New York Mets;moneyline;home;;-133;-135;0.64
2026-06-15T14:14:19.053805+00:00;Cincinnati Reds vs New York Mets;moneyline;away;;123;124;0.45
2026-06-15T14:14:19.054329+00:00;Cincinnati Reds vs New York Mets;spread;home;-1.5;156;155;0.39
2026-06-15T14:14:19.054888+00:00;Cincinnati Reds vs New York Mets;spread;away;1.5;-174;-173;0.21
2026-06-15T14:16:19.271254+00:00;Athletics vs Pittsburgh Pirates;moneyline;away;;104;105;0.49
2026-06-15T14:18:19.927284+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;home;;-153;-162;2.2
2026-06-15T14:18:19.928042+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;away;;141;149;3.32
2026-06-15T14:18:19.929120+00:00;Los Angeles Dodgers vs Tampa Bay Rays;spread;home;-1.5;131;123;3.46
2026-06-15T14:18:19.930037+00:00;Los Angeles Dodgers vs Tampa Bay Rays;spread;away;1.5;-145;-136;2.7
2026-06-15T14:18:19.992346+00:00;Washington Nationals vs Kansas City Royals;moneyline;home;;-134;-135;0.32
2026-06-15T14:18:19.992976+00:00;Washington Nationals vs Kansas City Royals;spread;away;1.5;-166;-165;0.23
2026-06-15T14:24:21.380048+00:00;Texas Rangers vs Minnesota Twins;total;over;8.0;-104;-106;0.92
2026-06-15T14:24:21.380934+00:00;Texas Rangers vs Minnesota Twins;total;under;8.0;-108;-106;0.91
2026-06-15T14:26:21.848670+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;home;;-190;-191;0.18
2026-06-15T14:26:21.849976+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;away;;173;174;0.37
2026-06-15T14:26:21.850632+00:00;Philadelphia Phillies vs Miami Marlins;spread;away;1.5;-115;-114;0.41
2026-06-15T14:26:21.851149+00:00;Philadelphia Phillies vs Miami Marlins;total;over;8.0;-100;-101;0.5
2026-06-15T14:35:23.145271+00:00;Cincinnati Reds vs New York Mets;moneyline;home;;-135;-134;0.32
2026-06-15T14:35:23.145882+00:00;Cincinnati Reds vs New York Mets;spread;home;-1.5;155;156;0.39
2026-06-15T14:35:23.156764+00:00;Cincinnati Reds vs New York Mets;spread;away;1.5;-173;-174;0.21
2026-06-15T14:35:23.408230+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;away;;135;136;0.43
2026-06-15T14:35:23.476456+00:00;Arizona Diamondbacks vs Los Angeles Angels;moneyline;home;;-126;-125;0.35
2026-06-15T14:37:23.822185+00:00;Chicago Cubs vs Colorado Rockies;moneyline;home;;-203;-204;0.16
2026-06-15T14:37:23.822886+00:00;Chicago Cubs vs Colorado Rockies;spread;home;-1.5;101;100;0.5
2026-06-15T14:41:25.620296+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;home;;-191;-192;0.18
2026-06-15T14:41:25.621044+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;away;;174;175;0.36
2026-06-15T14:41:25.621775+00:00;Philadelphia Phillies vs Miami Marlins;spread;home;-1.5;104;103;0.49
2026-06-15T14:43:25.821365+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;away;;136;135;0.42
2026-06-15T14:45:26.605500+00:00;Cincinnati Reds vs New York Mets;spread;home;-1.5;156;155;0.39
2026-06-15T14:45:26.606151+00:00;Cincinnati Reds vs New York Mets;spread;away;1.5;-174;-173;0.21
2026-06-15T14:45:26.606659+00:00;Cincinnati Reds vs New York Mets;total;over;8.5;102;101;0.5
2026-06-15T14:45:26.607206+00:00;Cincinnati Reds vs New York Mets;total;under;8.5;-115;-113;0.82
2026-06-15T14:49:27.578750+00:00;Washington Nationals vs Kansas City Royals;moneyline;home;;-135;-124;3.77
2026-06-15T14:49:27.580436+00:00;Washington Nationals vs Kansas City Royals;moneyline;away;;124;114;4.46
2026-06-15T14:49:27.589457+00:00;Washington Nationals vs Kansas City Royals;spread;home;-1.5;149;162;5.22
2026-06-15T14:49:27.590778+00:00;Washington Nationals vs Kansas City Royals;spread;away;1.5;-165;-181;3.34
2026-06-15T14:53:28.327413+00:00;Texas Rangers vs Minnesota Twins;spread;home;-1.5;134;133;0.43
2026-06-15T14:53:28.328140+00:00;Texas Rangers vs Minnesota Twins;total;over;8.0;-106;-112;2.6
2026-06-15T14:53:28.328848+00:00;Texas Rangers vs Minnesota Twins;total;under;8.0;-106;-101;2.4
2026-06-15T14:53:28.525998+00:00;Chicago Cubs vs Colorado Rockies;total;under;9.5;-114;-113;0.41
2026-06-15T14:57:29.297591+00:00;Philadelphia Phillies vs Miami Marlins;total;over;8.0;-101;-102;0.49
2026-06-15T14:57:29.298198+00:00;Philadelphia Phillies vs Miami Marlins;total;under;8.0;-112;-110;0.86
2026-06-15T14:57:29.520536+00:00;Houston Astros vs Detroit Tigers;moneyline;home;;-120;-119;0.38
2026-06-15T14:57:29.521160+00:00;Houston Astros vs Detroit Tigers;moneyline;away;;111;110;0.47
2026-06-15T14:57:29.521877+00:00;Houston Astros vs Detroit Tigers;spread;home;-1.5;165;166;0.38
2026-06-15T14:57:29.522417+00:00;Houston Astros vs Detroit Tigers;spread;away;1.5;-185;-186;0.19
2026-06-15T15:06:30.423187+00:00;Washington Nationals vs Kansas City Royals;moneyline;home;;-124;-123;0.36
2026-06-15T15:06:30.423800+00:00;Washington Nationals vs Kansas City Royals;spread;away;1.5;-181;-182;0.2
2026-06-15T15:06:30.562136+00:00;Arizona Diamondbacks vs Los Angeles Angels;moneyline;home;;-125;-124;0.36
2026-06-15T15:06:30.562783+00:00;Arizona Diamondbacks vs Los Angeles Angels;moneyline;away;;116;115;0.46
2026-06-15T15:06:30.563386+00:00;Arizona Diamondbacks vs Los Angeles Angels;spread;home;-1.5;162;163;0.38
2026-06-15T15:06:30.563910+00:00;Arizona Diamondbacks vs Los Angeles Angels;spread;away;1.5;-181;-182;0.2
2026-06-15T15:06:30.627842+00:00;Los Angeles Dodgers vs Tampa Bay Rays;total;over;9.0;-109;-116;2.89
2026-06-15T15:06:30.628608+00:00;Los Angeles Dodgers vs Tampa Bay Rays;total;under;9.0;-103;103;3.0
2026-06-15T15:06:30.976866+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;home;;-147;-154;1.84
2026-06-15T15:06:30.977551+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;away;;135;142;2.98
2026-06-15T15:06:30.978174+00:00;St. Louis Cardinals vs San Diego Padres;spread;home;-1.5;142;138;1.65
2026-06-15T15:06:30.978949+00:00;St. Louis Cardinals vs San Diego Padres;spread;away;1.5;-158;-153;1.27
2026-06-15T15:06:31.074355+00:00;Cincinnati Reds vs New York Mets;moneyline;home;;-134;-135;0.32
2026-06-15T15:06:31.075004+00:00;Cincinnati Reds vs New York Mets;spread;away;1.5;-173;-172;0.21
2026-06-15T15:06:31.173979+00:00;Athletics vs Pittsburgh Pirates;moneyline;home;;-113;-114;0.41
2026-06-15T15:06:31.174554+00:00;Athletics vs Pittsburgh Pirates;spread;away;1.5;-185;-184;0.19
2026-06-15T15:06:31.175071+00:00;Athletics vs Pittsburgh Pirates;total;over;10.5;-101;-102;0.49
2026-06-15T15:06:31.175616+00:00;Athletics vs Pittsburgh Pirates;total;under;10.5;-112;-111;0.42
2026-06-15T15:08:31.491138+00:00;Chicago Cubs vs Colorado Rockies;spread;away;1.5;-111;-110;0.43
2026-06-15T15:08:31.764009+00:00;Texas Rangers vs Minnesota Twins;moneyline;home;;-159;-157;0.49
2026-06-15T15:08:31.764720+00:00;Texas Rangers vs Minnesota Twins;moneyline;away;;146;144;0.81
2026-06-15T15:08:31.765376+00:00;Texas Rangers vs Minnesota Twins;spread;home;-1.5;133;134;0.43
2026-06-15T15:08:31.766002+00:00;Texas Rangers vs Minnesota Twins;spread;away;1.5;-148;-149;0.27
2026-06-15T15:12:33.060314+00:00;Philadelphia Phillies vs Miami Marlins;total;under;8.0;-110;-111;0.43
2026-06-15T15:14:33.340594+00:00;Cincinnati Reds vs New York Mets;spread;home;-1.5;155;154;0.39
2026-06-15T15:18:34.288969+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;away;;149;148;0.4
2026-06-15T15:18:34.464430+00:00;Washington Nationals vs Kansas City Royals;moneyline;home;;-123;-124;0.36
2026-06-15T15:18:34.465074+00:00;Washington Nationals vs Kansas City Royals;spread;away;1.5;-182;-181;0.2
2026-06-15T15:26:36.371553+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;home;;-192;-187;0.92
2026-06-15T15:26:36.372341+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;away;;175;171;1.45
2026-06-15T15:26:36.373034+00:00;Philadelphia Phillies vs Miami Marlins;spread;home;-1.5;103;105;0.99
2026-06-15T15:26:36.373650+00:00;Philadelphia Phillies vs Miami Marlins;spread;away;1.5;-114;-116;0.81
2026-06-15T15:28:36.870786+00:00;St. Louis Cardinals vs San Diego Padres;total;over;8.5;-105;-104;0.47
2026-06-15T15:28:36.871408+00:00;St. Louis Cardinals vs San Diego Padres;total;under;8.5;-107;-108;0.45
2026-06-15T15:37:37.753735+00:00;Cincinnati Reds vs New York Mets;moneyline;home;;-135;-131;1.3
2026-06-15T15:37:37.754381+00:00;Cincinnati Reds vs New York Mets;moneyline;away;;124;121;1.34
2026-06-15T15:37:37.754943+00:00;Cincinnati Reds vs New York Mets;spread;home;-1.5;154;158;1.57
2026-06-15T15:37:37.755460+00:00;Cincinnati Reds vs New York Mets;spread;away;1.5;-172;-176;0.84
2026-06-15T15:37:38.293624+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;away;;148;149;0.4
2026-06-15T15:37:38.294257+00:00;Los Angeles Dodgers vs Tampa Bay Rays;spread;home;-1.5;123;122;0.45
2026-06-15T15:37:38.294764+00:00;Los Angeles Dodgers vs Tampa Bay Rays;spread;away;1.5;-136;-135;0.31
2026-06-15T15:39:39.426738+00:00;Texas Rangers vs Minnesota Twins;moneyline;home;;-157;-155;0.5
2026-06-15T15:39:39.427284+00:00;Texas Rangers vs Minnesota Twins;moneyline;away;;144;143;0.41
2026-06-15T15:39:39.427847+00:00;Texas Rangers vs Minnesota Twins;spread;home;-1.5;134;135;0.43
2026-06-15T15:39:39.428414+00:00;Texas Rangers vs Minnesota Twins;spread;away;1.5;-149;-150;0.27
2026-06-15T15:39:39.429008+00:00;Texas Rangers vs Minnesota Twins;total;over;8.0;-112;-111;0.42
2026-06-15T15:41:39.995260+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;home;;-187;-184;0.57
2026-06-15T15:41:39.995980+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;away;;171;168;1.11
2026-06-15T15:41:39.996628+00:00;Philadelphia Phillies vs Miami Marlins;spread;home;-1.5;105;106;0.49
2026-06-15T15:41:39.997235+00:00;Philadelphia Phillies vs Miami Marlins;spread;away;1.5;-116;-117;0.4
2026-06-15T15:43:40.300103+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;home;;-154;-153;0.26
2026-06-15T15:43:40.300769+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;away;;142;141;0.41
2026-06-15T15:43:40.301404+00:00;St. Louis Cardinals vs San Diego Padres;spread;home;-1.5;138;139;0.42
2026-06-15T15:43:40.301968+00:00;St. Louis Cardinals vs San Diego Padres;spread;away;1.5;-153;-154;0.26
2026-06-15T15:43:40.428339+00:00;Houston Astros vs Detroit Tigers;moneyline;home;;-119;-118;0.39
2026-06-15T15:43:40.429119+00:00;Houston Astros vs Detroit Tigers;moneyline;away;;110;109;0.48
2026-06-15T15:43:40.429823+00:00;Houston Astros vs Detroit Tigers;spread;home;-1.5;166;167;0.38
2026-06-15T15:43:40.430586+00:00;Houston Astros vs Detroit Tigers;spread;away;1.5;-186;-187;0.19
2026-06-15T15:45:40.841059+00:00;Cincinnati Reds vs New York Mets;moneyline;home;;-131;-132;0.33
2026-06-15T15:45:40.841864+00:00;Cincinnati Reds vs New York Mets;moneyline;away;;121;122;0.45
2026-06-15T15:45:40.842512+00:00;Cincinnati Reds vs New York Mets;spread;home;-1.5;158;156;0.78
2026-06-15T15:45:40.843186+00:00;Cincinnati Reds vs New York Mets;spread;away;1.5;-176;-175;0.21
2026-06-15T15:45:41.011021+00:00;Athletics vs Pittsburgh Pirates;moneyline;away;;105;106;0.49
2026-06-15T15:45:41.011648+00:00;Athletics vs Pittsburgh Pirates;spread;home;-1.5;165;164;0.38
2026-06-15T15:45:41.012183+00:00;Athletics vs Pittsburgh Pirates;spread;away;1.5;-184;-183;0.19
2026-06-15T15:47:41.492809+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;home;;-162;-161;0.24
2026-06-15T15:47:41.493465+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;away;;149;147;0.8
2026-06-15T15:47:41.494104+00:00;Los Angeles Dodgers vs Tampa Bay Rays;spread;home;-1.5;122;123;0.45
2026-06-15T15:47:41.494676+00:00;Los Angeles Dodgers vs Tampa Bay Rays;spread;away;1.5;-135;-136;0.31
2026-06-15T15:53:42.708633+00:00;Chicago Cubs vs Colorado Rockies;moneyline;away;;185;186;0.35
2026-06-15T15:53:42.709518+00:00;Chicago Cubs vs Colorado Rockies;spread;home;-1.5;100;-100;0.0
2026-06-15T15:53:42.710273+00:00;Chicago Cubs vs Colorado Rockies;total;over;9.5;101;100;0.5
2026-06-15T15:53:42.910864+00:00;Texas Rangers vs Minnesota Twins;total;over;8.0;-111;-112;0.42
2026-06-15T15:57:43.830992+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;home;;-184;-188;0.75
2026-06-15T15:57:43.831622+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;away;;168;171;1.12
2026-06-15T15:57:43.832241+00:00;Philadelphia Phillies vs Miami Marlins;spread;home;-1.5;106;104;0.97
2026-06-15T15:57:43.832802+00:00;Philadelphia Phillies vs Miami Marlins;spread;away;1.5;-117;-115;0.8
2026-06-15T15:57:43.833334+00:00;Philadelphia Phillies vs Miami Marlins;total;under;8.0;-111;-110;0.43
2026-06-15T15:59:44.220101+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;away;;141;140;0.41
2026-06-15T16:01:44.611773+00:00;Athletics vs Pittsburgh Pirates;moneyline;home;;-114;-115;0.41
2026-06-15T16:01:44.612422+00:00;Athletics vs Pittsburgh Pirates;spread;home;-1.5;164;163;0.38
2026-06-15T16:01:44.727881+00:00;Arizona Diamondbacks vs Los Angeles Angels;moneyline;away;;115;114;0.47
2026-06-15T16:01:44.728497+00:00;Arizona Diamondbacks vs Los Angeles Angels;spread;away;1.5;-182;-183;0.19
2026-06-15T16:03:45.142755+00:00;Washington Nationals vs Kansas City Royals;moneyline;home;;-124;-126;0.71
2026-06-15T16:03:45.143385+00:00;Washington Nationals vs Kansas City Royals;moneyline;away;;114;116;0.93
2026-06-15T16:03:45.144143+00:00;Washington Nationals vs Kansas City Royals;spread;home;-1.5;162;160;0.76
2026-06-15T16:03:45.144779+00:00;Washington Nationals vs Kansas City Royals;spread;away;1.5;-181;-179;0.4
2026-06-15T16:09:46.288364+00:00;Texas Rangers vs Minnesota Twins;moneyline;away;;143;142;0.41
2026-06-15T16:11:47.392182+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;home;;-188;-185;0.56
2026-06-15T16:11:47.392899+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;away;;171;169;0.74
2026-06-15T16:11:47.393573+00:00;Philadelphia Phillies vs Miami Marlins;spread;home;-1.5;104;105;0.49
2026-06-15T16:11:47.394158+00:00;Philadelphia Phillies vs Miami Marlins;spread;away;1.5;-115;-116;0.4
2026-06-15T16:13:47.716926+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;home;;-153;-152;0.26
2026-06-15T16:15:48.270685+00:00;Cincinnati Reds vs New York Mets;spread;away;1.5;-175;-174;0.21
2026-06-15T16:15:48.458543+00:00;Athletics vs Pittsburgh Pirates;total;under;10.5;-111;-110;0.43
2026-06-15T16:29:52.993054+00:00;Cincinnati Reds vs New York Mets;moneyline;home;;-132;-133;0.32
2026-06-15T16:29:52.993704+00:00;Cincinnati Reds vs New York Mets;moneyline;away;;122;123;0.45
2026-06-15T16:29:52.994428+00:00;Cincinnati Reds vs New York Mets;total;under;8.5;-113;-114;0.41
2026-06-15T16:29:53.126833+00:00;St. Louis Cardinals vs San Diego Padres;spread;away;1.5;-154;-155;0.25
2026-06-15T16:29:53.185495+00:00;Houston Astros vs Detroit Tigers;total;over;9.0;103;101;0.99
2026-06-15T16:29:53.186129+00:00;Houston Astros vs Detroit Tigers;total;under;9.0;-116;-114;0.81
2026-06-15T16:31:53.474472+00:00;Arizona Diamondbacks vs Los Angeles Angels;moneyline;home;;-124;-125;0.36
2026-06-15T16:31:53.475169+00:00;Arizona Diamondbacks vs Los Angeles Angels;moneyline;away;;114;115;0.47
2026-06-15T16:31:53.475838+00:00;Arizona Diamondbacks vs Los Angeles Angels;spread;away;1.5;-183;-182;0.19
2026-06-15T16:33:54.101640+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;away;;147;148;0.4
2026-06-15T16:39:55.492318+00:00;Texas Rangers vs Minnesota Twins;total;under;8.0;-101;-100;0.5
2026-06-15T16:43:56.387396+00:00;St. Louis Cardinals vs San Diego Padres;spread;away;1.5;-155;-154;0.25
2026-06-15T16:43:56.617519+00:00;Houston Astros vs Detroit Tigers;moneyline;home;;-118;-117;0.39
2026-06-15T16:43:56.618226+00:00;Houston Astros vs Detroit Tigers;moneyline;away;;109;108;0.48
2026-06-15T16:43:56.618864+00:00;Houston Astros vs Detroit Tigers;spread;home;-1.5;167;168;0.37
2026-06-15T16:43:56.619538+00:00;Houston Astros vs Detroit Tigers;spread;away;1.5;-187;-188;0.19
2026-06-15T16:43:56.620244+00:00;Houston Astros vs Detroit Tigers;total;under;9.0;-114;-113;0.41
2026-06-15T16:54:58.265089+00:00;Athletics vs Pittsburgh Pirates;moneyline;home;;-115;-116;0.4
2026-06-15T16:54:58.266337+00:00;Athletics vs Pittsburgh Pirates;moneyline;away;;106;107;0.49
2026-06-15T16:54:58.266974+00:00;Athletics vs Pittsburgh Pirates;spread;home;-1.5;163;162;0.38
2026-06-15T16:54:58.267531+00:00;Athletics vs Pittsburgh Pirates;spread;away;1.5;-183;-182;0.19
2026-06-15T16:56:58.671720+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;home;;-185;-181;0.78
2026-06-15T16:56:58.672444+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;away;;169;166;1.12
2026-06-15T16:56:58.673015+00:00;Philadelphia Phillies vs Miami Marlins;spread;home;-1.5;105;106;0.49
2026-06-15T16:56:58.673548+00:00;Philadelphia Phillies vs Miami Marlins;spread;away;1.5;-116;-117;0.4
2026-06-15T16:58:59.325073+00:00;Houston Astros vs Detroit Tigers;spread;away;1.5;-188;-189;0.18
2026-06-15T17:00:59.676048+00:00;Cincinnati Reds vs New York Mets;spread;home;-1.5;156;155;0.39
2026-06-15T17:00:59.676810+00:00;Cincinnati Reds vs New York Mets;spread;away;1.5;-174;-173;0.21
2026-06-15T17:09:01.885013+00:00;Texas Rangers vs Minnesota Twins;total;under;8.0;-100;-101;0.5
2026-06-15T17:13:02.817682+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;home;;-181;-182;0.2
2026-06-15T17:13:02.818356+00:00;Philadelphia Phillies vs Miami Marlins;total;over;8.0;-102;-103;0.48
2026-06-15T17:17:04.274621+00:00;Athletics vs Pittsburgh Pirates;moneyline;home;;-116;-115;0.4
2026-06-15T17:17:04.275280+00:00;Athletics vs Pittsburgh Pirates;spread;home;-1.5;162;163;0.38
2026-06-15T17:23:05.354343+00:00;Chicago Cubs vs Colorado Rockies;moneyline;home;;-204;-205;0.16
2026-06-15T17:27:06.873138+00:00;Philadelphia Phillies vs Miami Marlins;total;over;8.0;-103;-101;0.98
2026-06-15T17:27:06.873827+00:00;Philadelphia Phillies vs Miami Marlins;total;under;8.0;-110;-111;0.43
2026-06-15T17:29:07.470252+00:00;Houston Astros vs Detroit Tigers;moneyline;home;;-117;-116;0.4
2026-06-15T17:29:07.471032+00:00;Houston Astros vs Detroit Tigers;spread;home;-1.5;168;169;0.37
2026-06-15T17:29:07.471610+00:00;Houston Astros vs Detroit Tigers;total;over;9.0;101;-100;0.5
2026-06-15T17:29:07.472153+00:00;Houston Astros vs Detroit Tigers;total;under;9.0;-113;-112;0.42
2026-06-15T17:33:08.403787+00:00;Athletics vs Pittsburgh Pirates;moneyline;away;;107;106;0.48
2026-06-15T17:33:08.404548+00:00;Athletics vs Pittsburgh Pirates;total;over;10.5;-102;-103;0.48
2026-06-15T17:33:08.405170+00:00;Athletics vs Pittsburgh Pirates;total;under;10.5;-110;-109;0.44
2026-06-15T17:33:08.581681+00:00;Arizona Diamondbacks vs Los Angeles Angels;spread;home;-1.5;163;162;0.38
2026-06-15T17:33:08.582277+00:00;Arizona Diamondbacks vs Los Angeles Angels;spread;away;1.5;-182;-181;0.2
2026-06-15T17:35:09.046044+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;home;;-161;-173;2.66
2026-06-15T17:35:09.046638+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;away;;148;158;4.03
2026-06-15T17:35:09.055747+00:00;Los Angeles Dodgers vs Tampa Bay Rays;spread;home;-1.5;123;117;2.69
2026-06-15T17:35:09.056801+00:00;Los Angeles Dodgers vs Tampa Bay Rays;spread;away;1.5;-136;-130;1.96
2026-06-15T17:35:09.145813+00:00;Washington Nationals vs Kansas City Royals;moneyline;home;;-126;-125;0.35
2026-06-15T17:35:09.146606+00:00;Washington Nationals vs Kansas City Royals;spread;home;-1.5;160;161;0.38
2026-06-15T17:35:09.147282+00:00;Washington Nationals vs Kansas City Royals;spread;away;1.5;-179;-180;0.2
2026-06-15T17:39:09.724233+00:00;Texas Rangers vs Minnesota Twins;total;over;8.0;-112;-110;0.86
2026-06-15T17:39:09.724855+00:00;Texas Rangers vs Minnesota Twins;total;under;8.0;-101;-102;0.49
2026-06-15T17:39:09.816239+00:00;Chicago Cubs vs Colorado Rockies;total;over;9.5;100;102;1.0
2026-06-15T17:39:09.816953+00:00;Chicago Cubs vs Colorado Rockies;total;under;9.5;-113;-114;0.41
2026-06-15T17:47:11.872147+00:00;Arizona Diamondbacks vs Los Angeles Angels;moneyline;away;;115;116;0.47
2026-06-15T17:47:11.961155+00:00;Athletics vs Pittsburgh Pirates;moneyline;away;;106;107;0.49
2026-06-15T17:49:12.276520+00:00;Washington Nationals vs Kansas City Royals;moneyline;home;;-125;-126;0.35
2026-06-15T17:49:12.277169+00:00;Washington Nationals vs Kansas City Royals;total;under;9.5;-119;-118;0.39
2026-06-15T17:49:12.366203+00:00;Los Angeles Dodgers vs Tampa Bay Rays;spread;away;1.5;-130;-129;0.34
2026-06-15T17:49:12.366816+00:00;Los Angeles Dodgers vs Tampa Bay Rays;total;over;9.5;103;102;0.49
2026-06-15T17:49:12.367400+00:00;Los Angeles Dodgers vs Tampa Bay Rays;total;under;9.5;-116;-115;0.4
2026-06-15T17:57:14.383186+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;home;;-182;-183;0.19
2026-06-15T17:57:14.383828+00:00;Philadelphia Phillies vs Miami Marlins;moneyline;away;;166;167;0.38
2026-06-15T17:57:14.384480+00:00;Philadelphia Phillies vs Miami Marlins;spread;home;-1.5;106;105;0.49
2026-06-15T17:57:14.385026+00:00;Philadelphia Phillies vs Miami Marlins;spread;away;1.5;-117;-116;0.4
2026-06-15T17:59:14.784988+00:00;Houston Astros vs Detroit Tigers;moneyline;home;;-116;-117;0.4
2026-06-15T18:03:16.141946+00:00;Arizona Diamondbacks vs Los Angeles Angels;moneyline;home;;-125;-124;0.36
