timestamp;match;market;designation;points;old_odd;new_odd;movement_pct;steam_level
2026-07-26T07:33:56.995231+00:00;Baltimore Orioles vs Atlanta Braves;total;under;8.5;103;-104;3.37;BRONZE
2026-07-26T07:34:55.102387+00:00;Detroit Tigers vs Kansas City Royals;total;under;9.0;102;-108;4.66;BRONZE
2026-07-26T07:34:57.574457+00:00;Detroit Tigers vs Kansas City Royals;total;under;9.0;102;-108;4.66;BRONZE
2026-07-26T09:53:21.227110+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;home;;-290;-329;3.04;PENDING
2026-07-26T10:44:47.446337+00:00;Boston Red Sox vs Toronto Blue Jays;moneyline;home;;-131;-142;3.35;PENDING
2026-07-26T10:44:51.681710+00:00;Boston Red Sox vs Toronto Blue Jays;spread;home;-1.5;157;149;3.11;PENDING
2026-07-26T11:51:36.605877+00:00;New York Mets vs Los Angeles Dodgers;total;over;9.0;-112;-120;3.14;PENDING
2026-07-26T12:13:07.771669+00:00;St. Louis Cardinals vs Cincinnati Reds;total;under;8.5;-108;-101;3.33;BRONZE
2026-07-26T12:13:14.966169+00:00;St. Louis Cardinals vs Cincinnati Reds;total;under;8.5;-108;-101;3.33;BRONZE
2026-07-26T12:24:20.284735+00:00;Philadelphia Phillies vs New York Yankees;moneyline;away;;153;162;3.56;BRONZE
2026-07-26T12:31:05.230236+00:00;Philadelphia Phillies vs New York Yankees;spread;home;-1.5;136;126;4.24;PENDING
2026-07-26T12:31:09.479438+00:00;Tampa Bay Rays vs Cleveland Guardians;total;under;7.0;-107;-116;3.75;PENDING
2026-07-26T12:31:14.272676+00:00;Philadelphia Phillies vs New York Yankees;moneyline;away;;153;162;3.56;BRONZE
2026-07-26T12:52:26.350934+00:00;New York Mets vs Los Angeles Dodgers;total;over;9.0;-118;102;9.34;GOLD
2026-07-26T12:52:26.789630+00:00;New York Mets vs Los Angeles Dodgers;total;under;9.0;-102;-115;5.6;PENDING
2026-07-26T12:52:33.506357+00:00;New York Mets vs Los Angeles Dodgers;total;over;9.0;-118;102;9.34;GOLD
2026-07-26T12:54:27.367014+00:00;New York Mets vs Los Angeles Dodgers;total;under;9.0;105;-115;8.8;GOLD
2026-07-26T12:54:34.521835+00:00;New York Mets vs Los Angeles Dodgers;total;under;9.0;105;-115;8.8;GOLD
2026-07-26T13:13:35.828454+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-135;-122;4.53;BRONZE
2026-07-26T13:13:42.508497+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-135;-122;4.53;BRONZE
2026-07-26T13:14:36.378476+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;124;113;4.91;BRONZE
2026-07-26T13:14:42.903591+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;124;113;4.91;BRONZE
2026-07-26T13:15:36.922884+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;163;175;4.56;BRONZE
2026-07-26T13:15:43.343669+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;163;175;4.56;BRONZE
2026-07-26T13:16:37.276432+00:00;Minnesota Twins vs Athletics;moneyline;home;;-135;-148;3.74;BRONZE
2026-07-26T13:16:43.723443+00:00;Minnesota Twins vs Athletics;moneyline;home;;-135;-148;3.74;BRONZE
2026-07-26T13:16:43.828345+00:00;Minnesota Twins vs Athletics;spread;home;-1.5;142;134;3.31;PENDING
2026-07-26T13:17:37.648403+00:00;Minnesota Twins vs Athletics;moneyline;away;;125;136;4.89;BRONZE
2026-07-26T13:17:44.069361+00:00;Minnesota Twins vs Athletics;moneyline;away;;125;136;4.89;BRONZE
2026-07-26T13:18:37.975264+00:00;Minnesota Twins vs Athletics;spread;home;-1.5;143;134;3.7;BRONZE
2026-07-26T13:18:44.734402+00:00;Minnesota Twins vs Athletics;spread;home;-1.5;143;134;3.7;BRONZE
2026-07-26T13:54:56.855354+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;away;;297;282;3.78;BRONZE
2026-07-26T13:55:02.902992+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;away;;297;282;3.78;BRONZE
2026-07-26T14:08:01.793837+00:00;New York Mets vs Los Angeles Dodgers;total;over;9.0;100;106;3.0;BRONZE
2026-07-26T14:08:07.506386+00:00;Miami Marlins vs San Diego Padres;total;over;8.5;-118;-109;3.79;BRONZE
2026-07-26T14:08:12.073271+00:00;Miami Marlins vs San Diego Padres;total;under;8.5;105;-103;3.86;PENDING
2026-07-26T14:09:02.070361+00:00;Miami Marlins vs San Diego Padres;total;over;8.5;-118;-109;3.79;BRONZE
2026-07-26T14:09:07.844735+00:00;Miami Marlins vs San Diego Padres;total;under;8.5;105;-103;3.86;BRONZE
2026-07-26T14:10:02.386605+00:00;Miami Marlins vs San Diego Padres;total;under;8.5;105;-103;3.86;BRONZE
2026-07-26T14:10:08.332551+00:00;New York Mets vs Los Angeles Dodgers;total;over;9.0;100;106;3.0;BRONZE
2026-07-26T14:20:20.721135+00:00;Minnesota Twins vs Athletics;moneyline;home;;-138;-154;4.37;PENDING
2026-07-26T14:36:17.171887+00:00;Washington Nationals vs Arizona Diamondbacks;total;over;10.0;-112;-105;3.14;BRONZE
2026-07-26T14:36:19.580400+00:00;Washington Nationals vs Arizona Diamondbacks;total;over;10.0;-112;-105;3.14;BRONZE
2026-07-26T14:37:17.390702+00:00;Washington Nationals vs Arizona Diamondbacks;total;under;10.0;-100;-107;3.27;BRONZE
2026-07-26T14:37:19.820419+00:00;Washington Nationals vs Arizona Diamondbacks;total;under;10.0;-100;-107;3.27;BRONZE
2026-07-26T14:51:45.141930+00:00;Chicago White Sox vs Houston Astros;moneyline;away;;-101;-108;3.22;PENDING
2026-07-26T14:51:48.946000+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;away;;-101;-108;3.22;PENDING
2026-07-26T15:07:28.578026+00:00;Texas Rangers vs Seattle Mariners;total;over;7.0;-113;-121;3.1;BRONZE
2026-07-26T15:07:29.875455+00:00;Texas Rangers vs Seattle Mariners;total;over;7.0;-113;-121;3.1;BRONZE
2026-07-26T15:08:29.104709+00:00;New York Mets vs Los Angeles Dodgers;moneyline;home;;139;130;3.77;BRONZE
2026-07-26T15:08:30.391947+00:00;New York Mets vs Los Angeles Dodgers;moneyline;home;;139;130;3.77;BRONZE
2026-07-26T15:09:29.301550+00:00;Miami Marlins vs San Diego Padres;total;under;8.5;-100;106;3.0;BRONZE
2026-07-26T15:09:30.597219+00:00;Miami Marlins vs San Diego Padres;total;under;8.5;-100;106;3.0;BRONZE
2026-07-26T15:10:29.837826+00:00;New York Mets vs Los Angeles Dodgers;spread;away;-1.5;108;115;3.37;BRONZE
2026-07-26T15:10:31.068590+00:00;New York Mets vs Los Angeles Dodgers;spread;away;-1.5;108;115;3.37;BRONZE
2026-07-26T15:23:06.219002+00:00;Minnesota Twins vs Athletics;total;under;10.0;-105;-112;3.05;PENDING
2026-07-26T15:28:37.049548+00:00;Tampa Bay Rays vs Cleveland Guardians;total;over;7.0;-105;102;3.46;BRONZE
2026-07-26T15:28:38.122677+00:00;Tampa Bay Rays vs Cleveland Guardians;total;over;7.0;-105;102;3.46;BRONZE
2026-07-26T15:38:39.882776+00:00;Chicago White Sox vs Houston Astros;moneyline;home;;-101;-109;3.65;BRONZE
2026-07-26T15:38:40.794734+00:00;Chicago White Sox vs Houston Astros;moneyline;home;;-101;-109;3.65;BRONZE
2026-07-26T15:39:40.634466+00:00;Chicago White Sox vs Houston Astros;spread;home;-1.5;189;180;3.11;BRONZE
2026-07-26T15:39:41.346096+00:00;Chicago White Sox vs Houston Astros;spread;home;-1.5;189;180;3.11;BRONZE
2026-07-26T15:40:41.384664+00:00;Chicago White Sox vs Houston Astros;moneyline;away;;-107;100;3.38;BRONZE
2026-07-26T15:40:41.885479+00:00;Chicago White Sox vs Houston Astros;moneyline;away;;-107;100;3.38;BRONZE
2026-07-26T15:41:19.696221+00:00;Philadelphia Phillies vs New York Yankees;moneyline;home;;-169;-186;3.4;PENDING
2026-07-26T15:58:52.771529+00:00;Tampa Bay Rays vs Cleveland Guardians;total;under;7.0;-113;-121;3.1;BRONZE
2026-07-26T15:58:53.989512+00:00;Tampa Bay Rays vs Cleveland Guardians;total;under;7.0;-113;-121;3.1;BRONZE
2026-07-26T16:00:54.672584+00:00;Boston Red Sox vs Toronto Blue Jays;total;over;7.5;-109;-102;3.28;BRONZE
2026-07-26T16:00:55.048813+00:00;Boston Red Sox vs Toronto Blue Jays;total;over;7.5;-109;-102;3.28;BRONZE
2026-07-26T16:01:37.639235+00:00;Boston Red Sox vs Toronto Blue Jays;total;under;7.5;-102;-110;3.6;PENDING
2026-07-26T16:02:55.588526+00:00;Boston Red Sox vs Toronto Blue Jays;total;under;7.5;-103;-110;3.13;BRONZE
2026-07-26T16:02:55.982013+00:00;Boston Red Sox vs Toronto Blue Jays;total;under;7.5;-103;-110;3.13;BRONZE
2026-07-26T16:25:54.936614+00:00;Milwaukee Brewers vs Colorado Rockies;total;over;8.0;101;-107;3.75;PENDING
2026-07-26T16:26:09.540240+00:00;Milwaukee Brewers vs Colorado Rockies;total;over;8.0;100;-107;3.27;BRONZE
2026-07-26T16:26:12.546517+00:00;Milwaukee Brewers vs Colorado Rockies;total;over;8.0;100;-107;3.27;BRONZE
2026-07-26T16:27:10.166153+00:00;Milwaukee Brewers vs Colorado Rockies;total;under;8.0;-113;-105;3.58;BRONZE
2026-07-26T16:27:12.937271+00:00;Milwaukee Brewers vs Colorado Rockies;total;under;8.0;-113;-105;3.58;BRONZE
2026-07-26T16:40:08.728592+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;away;;101;-106;3.31;PENDING
2026-07-26T16:59:23.858419+00:00;St. Louis Cardinals vs Cincinnati Reds;total;over;8.5;-110;-103;3.24;BRONZE
2026-07-26T16:59:27.726383+00:00;St. Louis Cardinals vs Cincinnati Reds;total;over;8.5;-110;-103;3.24;BRONZE
2026-07-26T17:01:24.701105+00:00;St. Louis Cardinals vs Cincinnati Reds;total;under;8.5;-102;-109;3.18;BRONZE
2026-07-26T17:01:28.863058+00:00;St. Louis Cardinals vs Cincinnati Reds;total;under;8.5;-102;-109;3.18;BRONZE
2026-07-26T17:07:27.502399+00:00;Pittsburgh Pirates vs Chicago Cubs;moneyline;away;;116;123;3.24;BRONZE
2026-07-26T17:07:30.693393+00:00;Pittsburgh Pirates vs Chicago Cubs;moneyline;home;;-121;-134;4.39;PENDING
2026-07-26T17:07:31.528646+00:00;Pittsburgh Pirates vs Chicago Cubs;moneyline;away;;116;123;3.24;BRONZE
2026-07-26T17:07:34.657974+00:00;Pittsburgh Pirates vs Chicago Cubs;spread;home;-1.5;167;155;4.49;PENDING
2026-07-26T17:08:28.058558+00:00;New York Mets vs Los Angeles Dodgers;total;over;8.5;-117;-109;3.38;BRONZE
2026-07-26T17:08:32.019617+00:00;New York Mets vs Los Angeles Dodgers;total;over;8.5;-117;-109;3.38;BRONZE
2026-07-26T17:09:28.558215+00:00;New York Mets vs Los Angeles Dodgers;total;under;8.5;105;-103;3.86;BRONZE
2026-07-26T17:09:32.476546+00:00;New York Mets vs Los Angeles Dodgers;total;under;8.5;105;-103;3.86;BRONZE
2026-07-26T17:24:49.941762+00:00;Miami Marlins vs San Diego Padres;moneyline;away;;113;104;4.23;PENDING
2026-07-26T18:04:10.616878+00:00;Chicago White Sox vs Houston Astros;moneyline;home;;-109;-117;3.27;PENDING
2026-07-26T18:11:16.772031+00:00;Milwaukee Brewers vs Colorado Rockies;total;over;8.0;-107;-115;3.36;PENDING
2026-07-26T18:34:57.467205+00:00;Texas Rangers vs Seattle Mariners;total;over;7.0;-119;-106;5.6;SILVER
2026-07-26T18:34:58.559693+00:00;Texas Rangers vs Seattle Mariners;total;over;7.0;-119;-106;5.6;SILVER
2026-07-26T18:35:27.438610+00:00;Texas Rangers vs Seattle Mariners;total;under;7.0;106;-106;5.66;PENDING
2026-07-26T18:35:57.601744+00:00;Texas Rangers vs Seattle Mariners;total;under;7.0;106;-106;5.66;SILVER
2026-07-26T18:35:58.680195+00:00;Texas Rangers vs Seattle Mariners;total;under;7.0;106;-106;5.66;SILVER
2026-07-26T19:31:41.649277+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;away;;-106;-116;4.18;PENDING
2026-07-26T19:31:46.862560+00:00;Philadelphia Phillies vs New York Yankees;spread;home;-1.5;126;117;3.98;PENDING
2026-07-26T20:12:12.674412+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;home;;111;140;13.74;PLATINUM
2026-07-26T20:12:12.675503+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;home;;111;140;13.74;PLATINUM
2026-07-26T20:13:12.840137+00:00;San Francisco Giants vs Los Angeles Angels;spread;home;1.5;-160;-123;11.57;GOLD
2026-07-26T20:13:12.842003+00:00;San Francisco Giants vs Los Angeles Angels;spread;home;1.5;-160;-123;11.57;GOLD
2026-07-26T20:57:26.518731+00:00;Philadelphia Phillies vs New York Yankees;total;over;8.0;-104;-112;3.5;BRONZE
2026-07-26T20:58:26.714529+00:00;Philadelphia Phillies vs New York Yankees;total;under;8.0;-108;-100;3.85;BRONZE
2026-07-26T20:58:26.714749+00:00;Philadelphia Phillies vs New York Yankees;total;under;8.0;-108;-100;3.85;BRONZE
2026-07-26T22:28:48.466939+00:00;Philadelphia Phillies vs New York Yankees;moneyline;home;;-186;-206;3.39;PENDING
2026-07-26T22:28:52.393106+00:00;Philadelphia Phillies vs New York Yankees;spread;home;-1.5;117;110;3.23;PENDING
2026-07-26T23:28:15.258653+00:00;Philadelphia Phillies vs New York Yankees;moneyline;home;;-206;-248;5.53;PENDING
2026-07-26T23:28:19.163069+00:00;Philadelphia Phillies vs New York Yankees;spread;home;-1.5;110;-111;9.48;PENDING
2026-07-26T23:29:12.836736+00:00;Philadelphia Phillies vs New York Yankees;moneyline;home;;-208;-248;5.24;SILVER
2026-07-26T23:29:12.837246+00:00;Philadelphia Phillies vs New York Yankees;moneyline;home;;-208;-248;5.24;SILVER
2026-07-27T04:41:30.313772+00:00;Pittsburgh Pirates vs Arizona Diamondbacks;moneyline;away;;113;105;3.76;PENDING
2026-07-27T06:17:12.194412+00:00;Chicago White Sox vs New York Yankees;moneyline;away;;-131;-141;3.07;PENDING
2026-07-27T06:17:16.308710+00:00;Chicago White Sox vs New York Yankees;spread;away;-1.5;125;118;3.11;PENDING
2026-07-27T06:21:21.763469+00:00;Athletics vs Boston Red Sox;spread;away;-1.5;101;-107;3.75;PENDING
2026-07-27T06:56:40.770188+00:00;Pittsburgh Pirates vs Arizona Diamondbacks;spread;away;1.5;-185;-204;3.27;PENDING
2026-07-27T06:59:45.930260+00:00;New York Mets vs Atlanta Braves;total;over;8.5;101;-111;5.43;PENDING
2026-07-27T06:59:47.786026+00:00;New York Mets vs Atlanta Braves;total;over;8.5;-104;-111;3.09;BRONZE
2026-07-27T06:59:48.520187+00:00;New York Mets vs Atlanta Braves;total;over;8.5;-104;-111;3.09;BRONZE
2026-07-27T07:47:06.497606+00:00;Detroit Tigers vs Baltimore Orioles;total;over;8.5;-109;101;4.83;BRONZE
2026-07-27T07:47:06.515549+00:00;Detroit Tigers vs Baltimore Orioles;total;over;8.5;-109;101;4.83;BRONZE
2026-07-27T07:47:12.046233+00:00;Detroit Tigers vs Baltimore Orioles;total;under;8.5;-106;-116;4.18;PENDING
2026-07-27T07:49:07.471302+00:00;Detroit Tigers vs Baltimore Orioles;total;under;8.5;-105;-116;4.63;BRONZE
2026-07-27T07:49:07.492962+00:00;Detroit Tigers vs Baltimore Orioles;total;under;8.5;-105;-116;4.63;BRONZE
2026-07-27T08:01:22.257414+00:00;Texas Rangers vs Seattle Mariners;moneyline;away;;-123;-132;3.06;PENDING
2026-07-27T10:32:39.526092+00:00;Texas Rangers vs Seattle Mariners;spread;away;-1.5;136;128;3.39;PENDING
2026-07-27T11:33:13.767070+00:00;Cincinnati Reds vs Cleveland Guardians;total;under;8.5;-100;-112;5.36;PENDING
2026-07-27T11:33:46.486144+00:00;Cincinnati Reds vs Cleveland Guardians;total;over;8.5;-114;-102;5.5;SILVER
2026-07-27T11:33:47.975452+00:00;Cincinnati Reds vs Cleveland Guardians;total;over;8.5;-114;-102;5.5;SILVER
2026-07-27T11:35:47.330409+00:00;Cincinnati Reds vs Cleveland Guardians;total;under;8.5;-100;-112;5.36;SILVER
2026-07-27T11:35:49.112339+00:00;Cincinnati Reds vs Cleveland Guardians;total;under;8.5;-100;-112;5.36;SILVER
2026-07-27T11:47:52.261121+00:00;Washington Nationals vs Toronto Blue Jays;total;over;10.0;-103;-110;3.13;BRONZE
2026-07-27T11:47:55.621273+00:00;Washington Nationals vs Toronto Blue Jays;total;over;10.0;-103;-110;3.13;BRONZE
2026-07-27T11:48:52.442678+00:00;Washington Nationals vs Toronto Blue Jays;total;under;10.0;-111;-104;3.19;BRONZE
2026-07-27T11:48:55.880344+00:00;Washington Nationals vs Toronto Blue Jays;total;under;10.0;-111;-104;3.19;BRONZE
2026-07-27T11:49:24.014526+00:00;Washington Nationals vs Toronto Blue Jays;spread;home;-1.5;158;149;3.49;PENDING
2026-07-27T11:49:28.857802+00:00;Washington Nationals vs Toronto Blue Jays;total;over;10.0;-101;-110;4.07;PENDING
2026-07-27T12:04:57.498318+00:00;Cincinnati Reds vs Cleveland Guardians;moneyline;home;;-170;-157;3.07;BRONZE
2026-07-27T12:05:01.850785+00:00;Cincinnati Reds vs Cleveland Guardians;moneyline;home;;-170;-157;3.07;BRONZE
2026-07-27T12:05:37.594189+00:00;Cincinnati Reds vs Cleveland Guardians;moneyline;away;;152;144;3.17;PENDING
2026-07-27T12:05:57.705314+00:00;Cincinnati Reds vs Cleveland Guardians;moneyline;away;;153;144;3.56;BRONZE
2026-07-27T12:06:02.033207+00:00;Cincinnati Reds vs Cleveland Guardians;moneyline;away;;153;144;3.56;BRONZE
2026-07-27T12:06:57.916531+00:00;Cincinnati Reds vs Cleveland Guardians;spread;home;-1.5;126;133;3.1;BRONZE
2026-07-27T12:07:02.215006+00:00;Cincinnati Reds vs Cleveland Guardians;spread;home;-1.5;126;133;3.1;BRONZE
2026-07-27T12:07:58.158504+00:00;Texas Rangers vs Seattle Mariners;spread;away;-1.5;126;133;3.1;BRONZE
2026-07-27T12:08:02.454812+00:00;Texas Rangers vs Seattle Mariners;spread;away;-1.5;126;133;3.1;BRONZE
2026-07-27T12:59:09.540687+00:00;Pittsburgh Pirates vs Arizona Diamondbacks;total;over;9.0;100;-115;6.52;PENDING
2026-07-27T12:59:22.950683+00:00;Pittsburgh Pirates vs Arizona Diamondbacks;total;over;9.0;100;-115;6.52;SILVER
2026-07-27T12:59:25.216348+00:00;Pittsburgh Pirates vs Arizona Diamondbacks;total;over;9.0;100;-115;6.52;SILVER
2026-07-27T13:00:23.472819+00:00;Pittsburgh Pirates vs Arizona Diamondbacks;total;under;9.0;-113;103;7.69;SILVER
2026-07-27T13:00:25.599999+00:00;Pittsburgh Pirates vs Arizona Diamondbacks;total;under;9.0;-113;103;7.69;SILVER
2026-07-27T13:20:25.803631+00:00;Miami Marlins vs Philadelphia Phillies;moneyline;away;;-166;-185;3.86;PENDING
2026-07-27T13:20:30.131612+00:00;Miami Marlins vs Philadelphia Phillies;spread;away;-1.5;105;-105;4.76;PENDING
2026-07-27T13:53:50.037277+00:00;Washington Nationals vs Toronto Blue Jays;moneyline;away;;112;105;3.3;PENDING
2026-07-27T13:53:55.232205+00:00;Washington Nationals vs Toronto Blue Jays;moneyline;home;;-129;-114;5.75;SILVER
2026-07-27T13:53:56.417068+00:00;Washington Nationals vs Toronto Blue Jays;moneyline;home;;-129;-114;5.75;SILVER
2026-07-27T13:54:55.394998+00:00;Washington Nationals vs Toronto Blue Jays;moneyline;away;;119;105;6.39;SILVER
2026-07-27T13:54:56.587309+00:00;Washington Nationals vs Toronto Blue Jays;moneyline;away;;119;105;6.39;SILVER
2026-07-27T13:55:55.573651+00:00;Washington Nationals vs Toronto Blue Jays;spread;home;-1.5;152;166;5.56;SILVER
2026-07-27T13:55:56.744298+00:00;Washington Nationals vs Toronto Blue Jays;spread;home;-1.5;152;166;5.56;SILVER
2026-07-27T13:56:55.733180+00:00;Washington Nationals vs Toronto Blue Jays;spread;away;1.5;-169;-186;3.4;BRONZE
2026-07-27T13:56:56.901615+00:00;Washington Nationals vs Toronto Blue Jays;spread;away;1.5;-169;-186;3.4;BRONZE
2026-07-27T13:57:55.897603+00:00;Washington Nationals vs Toronto Blue Jays;total;over;10.0;-109;102;5.35;SILVER
2026-07-27T13:57:57.067007+00:00;Washington Nationals vs Toronto Blue Jays;total;over;10.0;-109;102;5.35;SILVER
2026-07-27T13:59:56.568330+00:00;Washington Nationals vs Toronto Blue Jays;total;under;10.0;-103;-114;4.75;BRONZE
2026-07-27T13:59:57.716531+00:00;Washington Nationals vs Toronto Blue Jays;total;under;10.0;-103;-114;4.75;BRONZE
2026-07-27T14:04:01.267655+00:00;St. Louis Cardinals vs Chicago Cubs;total;under;9.5;-102;-109;3.18;PENDING
2026-07-27T14:18:06.497846+00:00;Texas Rangers vs Seattle Mariners;moneyline;home;;122;111;4.95;BRONZE
2026-07-27T14:18:06.503602+00:00;Texas Rangers vs Seattle Mariners;moneyline;home;;122;111;4.95;BRONZE
2026-07-27T14:25:07.751176+00:00;Texas Rangers vs Seattle Mariners;spread;away;-1.5;132;140;3.45;BRONZE
2026-07-27T14:25:07.807324+00:00;Texas Rangers vs Seattle Mariners;spread;away;-1.5;132;140;3.45;BRONZE
2026-07-27T14:37:13.562616+00:00;Los Angeles Angels vs Houston Astros;total;over;8.5;101;-110;5.02;SILVER
2026-07-27T14:37:13.562634+00:00;Los Angeles Angels vs Houston Astros;total;over;8.5;101;-110;5.02;SILVER
2026-07-27T14:37:24.894444+00:00;Los Angeles Angels vs Houston Astros;total;over;8.5;100;-110;4.55;PENDING
2026-07-27T14:38:13.821090+00:00;Los Angeles Angels vs Houston Astros;total;under;8.5;-113;-102;5.06;SILVER
2026-07-27T14:38:13.828701+00:00;Los Angeles Angels vs Houston Astros;total;under;8.5;-113;-102;5.06;SILVER
2026-07-27T14:39:30.129327+00:00;Athletics vs Boston Red Sox;moneyline;away;;-158;-172;3.15;PENDING
2026-07-27T15:32:37.858179+00:00;New York Mets vs Atlanta Braves;moneyline;home;;105;-105;4.76;BRONZE
2026-07-27T15:32:37.900244+00:00;New York Mets vs Atlanta Braves;moneyline;home;;105;-105;4.76;BRONZE
2026-07-27T15:33:38.006501+00:00;New York Mets vs Atlanta Braves;moneyline;away;;-114;-103;4.99;BRONZE
2026-07-27T15:33:38.044156+00:00;New York Mets vs Atlanta Braves;moneyline;away;;-114;-103;4.99;BRONZE
2026-07-27T15:34:38.193704+00:00;New York Mets vs Atlanta Braves;spread;home;1.5;-163;-177;3.01;BRONZE
2026-07-27T15:34:38.217313+00:00;New York Mets vs Atlanta Braves;spread;home;1.5;-163;-177;3.01;BRONZE
2026-07-27T15:35:38.343570+00:00;New York Mets vs Atlanta Braves;spread;away;-1.5;146;158;4.88;BRONZE
2026-07-27T15:35:38.355795+00:00;New York Mets vs Atlanta Braves;spread;away;-1.5;146;158;4.88;BRONZE
2026-07-27T17:35:28.903901+00:00;Cincinnati Reds vs Cleveland Guardians;moneyline;away;;146;138;3.25;BRONZE
2026-07-27T17:35:29.402560+00:00;Cincinnati Reds vs Cleveland Guardians;moneyline;away;;146;138;3.25;BRONZE
2026-07-27T17:47:32.154961+00:00;San Francisco Giants vs Milwaukee Brewers;total;over;8.5;-102;-109;3.18;BRONZE
2026-07-27T17:47:33.131824+00:00;San Francisco Giants vs Milwaukee Brewers;total;over;8.5;-102;-109;3.18;BRONZE
2026-07-27T17:48:08.563980+00:00;San Francisco Giants vs Milwaukee Brewers;total;over;8.5;-100;-109;4.13;PENDING
2026-07-27T17:48:32.385379+00:00;San Francisco Giants vs Milwaukee Brewers;total;under;8.5;-110;-103;3.24;BRONZE
2026-07-27T17:48:33.332123+00:00;San Francisco Giants vs Milwaukee Brewers;total;under;8.5;-110;-103;3.24;BRONZE
2026-07-27T18:33:39.962932+00:00;New York Mets vs Atlanta Braves;total;over;8.5;-111;-120;3.55;PENDING
2026-07-27T18:34:45.650708+00:00;Texas Rangers vs Seattle Mariners;total;over;8.0;-102;-113;4.82;PENDING
2026-07-27T18:34:49.426692+00:00;Texas Rangers vs Seattle Mariners;total;over;8.0;-106;-113;3.01;BRONZE
2026-07-27T18:34:49.432081+00:00;Texas Rangers vs Seattle Mariners;total;over;8.0;-106;-113;3.01;BRONZE
2026-07-27T18:35:49.773771+00:00;Texas Rangers vs Seattle Mariners;total;under;8.0;-106;101;3.43;BRONZE
2026-07-27T18:35:49.773795+00:00;Texas Rangers vs Seattle Mariners;total;under;8.0;-106;101;3.43;BRONZE
2026-07-27T18:49:55.813660+00:00;Texas Rangers vs Seattle Mariners;moneyline;home;;114;-156;23.32;PLATINUM
2026-07-27T18:49:55.920535+00:00;Texas Rangers vs Seattle Mariners;moneyline;home;;114;-156;23.32;PLATINUM
2026-07-27T18:49:58.914462+00:00;Texas Rangers vs Seattle Mariners;moneyline;home;;112;-156;22.59;PENDING
2026-07-27T18:50:56.101510+00:00;Texas Rangers vs Seattle Mariners;moneyline;away;;-124;129;26.77;PLATINUM
2026-07-27T18:50:56.200162+00:00;Texas Rangers vs Seattle Mariners;moneyline;away;;-124;129;26.77;PLATINUM
2026-07-27T19:06:03.104115+00:00;Cincinnati Reds vs Cleveland Guardians;total;over;8.5;-104;-114;4.3;BRONZE
2026-07-27T19:06:03.105277+00:00;Cincinnati Reds vs Cleveland Guardians;total;over;8.5;-104;-114;4.3;BRONZE
2026-07-27T19:07:03.535175+00:00;Cincinnati Reds vs Cleveland Guardians;total;under;8.5;-108;102;4.88;BRONZE
2026-07-27T19:07:03.545682+00:00;Cincinnati Reds vs Cleveland Guardians;total;under;8.5;-108;102;4.88;BRONZE
2026-07-27T19:22:08.455549+00:00;Miami Marlins vs Philadelphia Phillies;moneyline;home;;167;157;3.75;BRONZE
2026-07-27T19:22:08.574745+00:00;Miami Marlins vs Philadelphia Phillies;moneyline;home;;167;157;3.75;BRONZE
2026-07-27T20:16:42.973617+00:00;Pittsburgh Pirates vs Arizona Diamondbacks;total;over;9.5;105;-102;3.4;PENDING
2026-07-27T21:18:56.176326+00:00;San Francisco Giants vs Milwaukee Brewers;total;over;8.5;-108;-116;3.32;BRONZE
2026-07-27T21:18:56.676907+00:00;San Francisco Giants vs Milwaukee Brewers;total;over;8.5;-108;-116;3.32;BRONZE
2026-07-27T21:19:56.375238+00:00;San Francisco Giants vs Milwaukee Brewers;total;under;8.5;-104;103;3.49;BRONZE
2026-07-27T21:19:56.865582+00:00;San Francisco Giants vs Milwaukee Brewers;total;under;8.5;-104;103;3.49;BRONZE
2026-07-27T21:51:09.335864+00:00;Washington Nationals vs Toronto Blue Jays;total;over;10.0;-102;-110;3.6;BRONZE
2026-07-27T21:51:09.605985+00:00;Washington Nationals vs Toronto Blue Jays;total;over;10.0;-102;-110;3.6;BRONZE
2026-07-27T21:53:10.153654+00:00;Washington Nationals vs Toronto Blue Jays;total;under;10.0;-110;-103;3.24;BRONZE
2026-07-27T21:53:10.429875+00:00;Washington Nationals vs Toronto Blue Jays;total;under;10.0;-110;-103;3.24;BRONZE
2026-07-27T21:56:12.234347+00:00;Athletics vs Boston Red Sox;moneyline;home;;158;166;3.1;BRONZE
2026-07-27T21:56:12.414313+00:00;Athletics vs Boston Red Sox;moneyline;home;;158;166;3.1;BRONZE
2026-07-27T21:57:12.836888+00:00;Athletics vs Boston Red Sox;total;over;9.5;-111;101;5.74;SILVER
