timestamp;match;market;designation;points;old_odd;new_odd;movement_pct;steam_level
2026-06-17T12:10:48.009112+00:00;Arizona Diamondbacks vs Los Angeles Angels;total;over;9.0;-112;-105;3.14;BRONZE
2026-06-17T12:10:48.426055+00:00;Washington Nationals vs Kansas City Royals;total;over;10.0;-108;101;4.37;BRONZE
2026-06-17T12:10:48.427224+00:00;Washington Nationals vs Kansas City Royals;total;under;10.0;-106;-114;3.41;BRONZE
2026-06-17T13:22:06.710727+00:00;Arizona Diamondbacks vs Los Angeles Angels;total;over;9.0;-105;-117;5.0;SILVER
2026-06-17T13:22:06.711676+00:00;Arizona Diamondbacks vs Los Angeles Angels;total;under;9.0;-107;104;5.45;SILVER
2026-06-17T14:06:18.738564+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;home;;-171;-157;3.29;BRONZE
2026-06-17T14:06:18.748632+00:00;Los Angeles Dodgers vs Tampa Bay Rays;moneyline;away;;156;144;4.69;BRONZE
2026-06-17T14:06:18.749752+00:00;Los Angeles Dodgers vs Tampa Bay Rays;spread;home;-1.5;126;134;3.54;BRONZE
2026-06-17T14:19:21.816628+00:00;Seattle Mariners vs Baltimore Orioles;moneyline;home;;-137;-125;4.05;BRONZE
2026-06-17T14:19:21.817746+00:00;Seattle Mariners vs Baltimore Orioles;moneyline;away;;126;115;4.87;BRONZE
2026-06-17T14:19:21.818886+00:00;Seattle Mariners vs Baltimore Orioles;spread;home;-1.5;156;166;3.91;BRONZE
2026-06-17T16:24:58.087521+00:00;Atlanta Braves vs San Francisco Giants;moneyline;away;;126;135;3.98;BRONZE
2026-06-17T18:10:09.241437+00:00;Arizona Diamondbacks vs Los Angeles Angels;spread;home;-1.5;125;118;3.11;BRONZE
2026-06-17T18:20:11.757553+00:00;St. Louis Cardinals vs San Diego Padres;moneyline;home;;-119;-128;3.21;BRONZE
2026-06-17T18:24:12.662776+00:00;Arizona Diamondbacks vs Los Angeles Angels;total;over;9.0;-118;-110;3.34;BRONZE
2026-06-17T18:24:12.663946+00:00;Arizona Diamondbacks vs Los Angeles Angels;total;under;9.0;105;-102;3.4;BRONZE
2026-06-17T19:18:25.116603+00:00;New York Yankees vs Chicago White Sox;spread;home;-1.5;112;119;3.3;BRONZE
2026-06-17T19:57:32.973659+00:00;Atlanta Braves vs San Francisco Giants;total;over;9.0;-114;-106;3.53;BRONZE
2026-06-17T19:57:32.975201+00:00;Atlanta Braves vs San Francisco Giants;total;under;9.0;102;-106;3.79;BRONZE
2026-06-17T21:00:45.837036+00:00;Milwaukee Brewers vs Cleveland Guardians;total;over;7.5;-109;-101;3.79;BRONZE
2026-06-17T21:00:45.837988+00:00;Milwaukee Brewers vs Cleveland Guardians;total;under;7.5;-103;-111;3.55;BRONZE
2026-06-17T21:12:48.352011+00:00;Chicago Cubs vs Colorado Rockies;spread;home;-1.5;103;-105;3.82;BRONZE
2026-06-17T21:12:48.353027+00:00;Chicago Cubs vs Colorado Rockies;spread;away;1.5;-113;-105;3.58;BRONZE
2026-06-17T21:33:52.241560+00:00;New York Yankees vs Chicago White Sox;moneyline;away;;155;146;3.53;BRONZE
2026-06-17T21:33:52.242662+00:00;New York Yankees vs Chicago White Sox;spread;home;-1.5;120;127;3.18;BRONZE
2026-06-18T18:52:53.868190+00:00;Texas Rangers vs Minnesota Twins;moneyline;home;;108;510;193.27;PLATINUM
2026-06-18T18:52:53.870096+00:00;Texas Rangers vs Minnesota Twins;moneyline;away;;-117;-746;38.86;PLATINUM
2026-06-18T22:19:33.858186+00:00;Athletics vs Los Angeles Angels;moneyline;away;;142;150;3.31;BRONZE
2026-06-18T22:51:42.421355+00:00;Philadelphia Phillies vs New York Mets;moneyline;home;;-118;152;36.4;PLATINUM
2026-06-18T22:51:42.422392+00:00;Philadelphia Phillies vs New York Mets;moneyline;away;;109;-187;26.57;PLATINUM
2026-06-18T23:34:27.081098+00:00;Athletics vs Los Angeles Angels;total;over;10.0;100;-107;3.27;BRONZE
2026-06-18T23:34:27.082283+00:00;Athletics vs Los Angeles Angels;total;under;10.0;-112;-105;3.14;BRONZE
2026-06-18T23:38:28.682083+00:00;Tampa Bay Rays vs Washington Nationals;moneyline;home;;-115;-124;3.38;BRONZE
2026-06-18T23:38:28.683337+00:00;Tampa Bay Rays vs Washington Nationals;moneyline;away;;105;113;3.9;BRONZE
2026-06-18T23:38:28.684609+00:00;Tampa Bay Rays vs Washington Nationals;spread;home;-1.5;179;170;3.23;BRONZE
2026-06-18T23:54:33.553885+00:00;Kansas City Royals vs St. Louis Cardinals;moneyline;home;;-109;170;40.81;PLATINUM
2026-06-18T23:54:33.555082+00:00;Kansas City Royals vs St. Louis Cardinals;moneyline;away;;101;-201;25.5;PLATINUM
2026-06-19T00:50:15.195794+00:00;Athletics vs Los Angeles Angels;total;under;10.0;-105;102;3.46;BRONZE
2026-06-19T01:00:17.499469+00:00;Seattle Mariners vs Boston Red Sox;moneyline;home;;-130;-121;3.23;BRONZE
2026-06-19T01:00:17.500705+00:00;Seattle Mariners vs Boston Red Sox;moneyline;away;;118;109;4.13;BRONZE
2026-06-19T01:00:17.501969+00:00;Seattle Mariners vs Boston Red Sox;spread;home;-1.5;169;178;3.35;BRONZE
2026-06-19T01:35:29.682408+00:00;Athletics vs Los Angeles Angels;moneyline;away;;155;166;4.31;BRONZE
2026-06-19T01:35:29.683777+00:00;Athletics vs Los Angeles Angels;spread;home;-1.5;112;103;4.25;BRONZE
2026-06-19T01:35:29.684923+00:00;Athletics vs Los Angeles Angels;spread;away;1.5;-124;-114;3.92;BRONZE
2026-06-19T01:50:34.714534+00:00;Athletics vs Los Angeles Angels;moneyline;home;;-182;-969;28.8;PLATINUM
2026-06-19T05:54:56.345710+00:00;New York Yankees vs Cincinnati Reds;moneyline;away;;223;233;3.1;BRONZE
2026-06-19T15:07:17.883052+00:00;Atlanta Braves vs Milwaukee Brewers;moneyline;home;;159;145;5.41;SILVER
2026-06-19T15:07:17.884689+00:00;Atlanta Braves vs Milwaukee Brewers;moneyline;home;;159;145;5.41;SILVER
2026-06-19T15:07:17.887995+00:00;Atlanta Braves vs Milwaukee Brewers;moneyline;away;;-178;-158;4.55;BRONZE
2026-06-19T15:07:17.889461+00:00;Atlanta Braves vs Milwaukee Brewers;moneyline;away;;-178;-158;4.55;BRONZE
2026-06-19T15:07:17.892533+00:00;Atlanta Braves vs Milwaukee Brewers;spread;home;1.5;-111;-120;3.55;BRONZE
2026-06-19T15:07:17.897018+00:00;Atlanta Braves vs Milwaukee Brewers;spread;away;-1.5;-101;108;4.52;BRONZE
2026-06-19T15:07:17.897650+00:00;Atlanta Braves vs Milwaukee Brewers;spread;away;-1.5;-101;108;4.52;BRONZE
2026-06-19T15:07:18.037628+00:00;Seattle Mariners vs Boston Red Sox;moneyline;home;;-127;-107;8.23;GOLD
2026-06-19T15:07:18.038355+00:00;Seattle Mariners vs Boston Red Sox;moneyline;home;;-127;-107;8.23;GOLD
2026-06-19T15:07:18.042265+00:00;Seattle Mariners vs Boston Red Sox;moneyline;away;;115;-102;7.89;SILVER
2026-06-19T15:07:18.042677+00:00;Seattle Mariners vs Boston Red Sox;moneyline;away;;115;-102;7.89;SILVER
2026-06-19T15:07:18.044916+00:00;Seattle Mariners vs Boston Red Sox;spread;home;-1.5;171;194;8.49;GOLD
2026-06-19T15:07:18.045278+00:00;Seattle Mariners vs Boston Red Sox;spread;home;-1.5;171;194;8.49;GOLD
2026-06-19T15:07:18.047326+00:00;Seattle Mariners vs Boston Red Sox;spread;away;1.5;-197;-220;3.52;BRONZE
2026-06-19T15:07:18.047699+00:00;Seattle Mariners vs Boston Red Sox;spread;away;1.5;-197;-220;3.52;BRONZE
2026-06-19T15:07:18.345693+00:00;Detroit Tigers vs Chicago White Sox;moneyline;home;;-218;-189;4.83;BRONZE
2026-06-19T15:07:18.346136+00:00;Detroit Tigers vs Chicago White Sox;moneyline;home;;-218;-189;4.83;BRONZE
2026-06-19T15:07:18.348646+00:00;Detroit Tigers vs Chicago White Sox;moneyline;away;;198;173;8.39;GOLD
2026-06-19T15:07:18.349371+00:00;Detroit Tigers vs Chicago White Sox;moneyline;away;;198;173;8.39;GOLD
2026-06-19T15:07:18.352749+00:00;Detroit Tigers vs Chicago White Sox;spread;home;-1.5;-100;111;5.5;SILVER
2026-06-19T15:07:18.354161+00:00;Detroit Tigers vs Chicago White Sox;spread;home;-1.5;-100;111;5.5;SILVER
2026-06-19T15:07:18.357082+00:00;Detroit Tigers vs Chicago White Sox;spread;away;1.5;-111;-123;4.62;BRONZE
2026-06-19T15:07:18.358500+00:00;Detroit Tigers vs Chicago White Sox;spread;away;1.5;-111;-123;4.62;BRONZE
2026-06-19T15:07:18.362379+00:00;Detroit Tigers vs Chicago White Sox;total;over;8.0;-113;-100;6.1;SILVER
2026-06-19T15:07:18.365275+00:00;Detroit Tigers vs Chicago White Sox;total;under;8.0;-101;-112;4.89;BRONZE
2026-06-19T15:09:20.255745+00:00;Detroit Tigers vs Chicago White Sox;total;over;8.0;-100;-107;3.27;BRONZE
2026-06-19T15:09:20.261348+00:00;Detroit Tigers vs Chicago White Sox;total;under;8.0;-112;-105;3.14;BRONZE
2026-06-19T15:30:31.545851+00:00;Miami Marlins vs San Francisco Giants;total;over;8.0;-114;-106;3.53;BRONZE
2026-06-19T15:30:31.549279+00:00;Miami Marlins vs San Francisco Giants;total;under;8.0;101;-106;3.31;BRONZE
2026-06-19T15:30:33.113275+00:00;Miami Marlins vs San Francisco Giants;total;over;8.0;-114;-106;3.53;BRONZE
2026-06-19T15:30:33.116075+00:00;Miami Marlins vs San Francisco Giants;total;under;8.0;101;-106;3.31;BRONZE
2026-06-19T15:43:38.286758+00:00;Detroit Tigers vs Chicago White Sox;total;under;8.0;-105;102;3.46;BRONZE
2026-06-19T15:43:38.952336+00:00;Detroit Tigers vs Chicago White Sox;total;under;8.0;-105;102;3.46;BRONZE
2026-06-19T15:59:47.775532+00:00;Tampa Bay Rays vs Washington Nationals;total;over;8.0;-110;-103;3.24;BRONZE
2026-06-19T16:05:52.424173+00:00;Kansas City Royals vs St. Louis Cardinals;total;over;9.0;-108;-116;3.32;BRONZE
2026-06-19T16:05:52.438042+00:00;Kansas City Royals vs St. Louis Cardinals;total;under;9.0;-104;103;3.49;BRONZE
2026-06-19T16:05:52.438042+00:00;Kansas City Royals vs St. Louis Cardinals;total;under;9.0;-104;103;3.49;BRONZE
2026-07-23T13:56:52.784542+00:00;St. Louis Cardinals vs Arizona Diamondbacks;total;over;7.5;-110;-103;3.24;BRONZE
2026-07-23T13:58:53.316443+00:00;St. Louis Cardinals vs Arizona Diamondbacks;total;under;7.5;-102;-109;3.18;BRONZE
2026-07-23T14:03:22.180873+00:00;St. Louis Cardinals vs Arizona Diamondbacks;total;over;7.5;-110;-103;3.24;BRONZE
2026-07-23T14:05:22.627226+00:00;St. Louis Cardinals vs Arizona Diamondbacks;total;under;7.5;-102;-109;3.18;BRONZE
2026-07-23T18:13:17.004862+00:00;St. Louis Cardinals vs Arizona Diamondbacks;moneyline;home;;-114;-107;3.06;BRONZE
2026-07-23T18:13:33.535102+00:00;St. Louis Cardinals vs Arizona Diamondbacks;moneyline;away;;107;-101;3.86;PENDING
2026-07-23T18:13:47.954518+00:00;St. Louis Cardinals vs Arizona Diamondbacks;moneyline;home;;-114;-107;3.06;BRONZE
2026-07-23T18:14:17.115919+00:00;St. Louis Cardinals vs Arizona Diamondbacks;moneyline;away;;106;-101;3.39;BRONZE
2026-07-23T18:14:48.070364+00:00;St. Louis Cardinals vs Arizona Diamondbacks;moneyline;away;;106;-101;3.39;BRONZE
2026-07-23T18:28:19.075312+00:00;Toronto Blue Jays vs Tampa Bay Rays;total;over;8.5;-112;-103;4.12;BRONZE
2026-07-23T18:28:42.475578+00:00;Toronto Blue Jays vs Tampa Bay Rays;total;under;8.5;-102;-109;3.18;PENDING
2026-07-23T18:28:50.283801+00:00;Toronto Blue Jays vs Tampa Bay Rays;total;over;8.5;-112;-103;4.12;BRONZE
2026-07-23T18:29:19.210229+00:00;Toronto Blue Jays vs Tampa Bay Rays;total;under;8.5;100;-109;4.13;BRONZE
2026-07-23T18:29:50.437349+00:00;Toronto Blue Jays vs Tampa Bay Rays;total;under;8.5;100;-109;4.13;BRONZE
2026-07-23T18:43:21.711699+00:00;St. Louis Cardinals vs Arizona Diamondbacks;total;over;7.5;100;-115;6.52;SILVER
2026-07-23T18:43:49.278031+00:00;St. Louis Cardinals vs Arizona Diamondbacks;total;over;7.5;101;-115;6.99;PENDING
2026-07-23T18:43:52.734265+00:00;St. Louis Cardinals vs Arizona Diamondbacks;total;over;7.5;100;-115;6.52;SILVER
2026-07-23T18:44:21.879583+00:00;St. Louis Cardinals vs Arizona Diamondbacks;total;under;7.5;-113;102;7.16;SILVER
2026-07-23T18:44:52.884706+00:00;St. Louis Cardinals vs Arizona Diamondbacks;total;under;7.5;-113;102;7.16;SILVER
2026-07-23T20:29:06.140442+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;201;189;3.99;BRONZE
2026-07-23T20:29:35.653523+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;201;189;3.99;BRONZE
2026-07-23T22:29:27.032664+00:00;Detroit Tigers vs Kansas City Royals;spread;home;-1.5;-103;-112;3.96;PENDING
2026-07-23T22:44:30.995492+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;195;186;3.05;BRONZE
2026-07-23T22:44:35.219672+00:00;Detroit Tigers vs Kansas City Royals;total;under;8.5;-107;-116;3.75;PENDING
2026-07-24T02:29:20.482536+00:00;Chicago White Sox vs Houston Astros;moneyline;away;;130;121;3.91;PENDING
2026-07-24T03:47:04.196089+00:00;Chicago White Sox vs Houston Astros;spread;away;1.5;-163;-177;3.01;PENDING
2026-07-24T03:50:11.092333+00:00;Milwaukee Brewers vs Colorado Rockies;total;over;8.5;101;-106;3.31;PENDING
2026-07-24T03:52:49.720521+00:00;Pittsburgh Pirates vs Chicago Cubs;total;over;8.0;-114;-104;4.49;BRONZE
2026-07-24T03:53:17.672228+00:00;Pittsburgh Pirates vs Chicago Cubs;total;under;8.0;-100;-110;4.55;PENDING
2026-07-24T03:53:33.078238+00:00;Pittsburgh Pirates vs Chicago Cubs;total;over;8.0;-114;-104;4.49;BRONZE
2026-07-24T03:53:50.033280+00:00;Pittsburgh Pirates vs Chicago Cubs;total;under;8.0;-100;-110;4.55;BRONZE
2026-07-24T03:54:33.281709+00:00;Pittsburgh Pirates vs Chicago Cubs;total;under;8.0;-100;-110;4.55;BRONZE
2026-07-24T03:56:51.842078+00:00;Chicago White Sox vs Houston Astros;total;under;8.5;-101;105;3.01;BRONZE
2026-07-24T03:57:24.624027+00:00;Chicago White Sox vs Houston Astros;total;over;8.5;-111;-120;3.55;PENDING
2026-07-24T03:57:34.834136+00:00;Chicago White Sox vs Houston Astros;total;under;8.5;-101;105;3.01;BRONZE
2026-07-24T04:00:29.931952+00:00;New York Mets vs Los Angeles Dodgers;moneyline;home;;134;126;3.42;PENDING
2026-07-24T04:35:45.525815+00:00;Milwaukee Brewers vs Colorado Rockies;spread;home;-1.5;-105;-112;3.05;PENDING
2026-07-24T05:36:18.429246+00:00;Milwaukee Brewers vs Colorado Rockies;total;over;8.5;-106;-114;3.41;PENDING
2026-07-24T07:16:49.772571+00:00;Minnesota Twins vs Athletics;moneyline;home;;-145;-129;5.06;SILVER
2026-07-24T07:17:11.010256+00:00;Minnesota Twins vs Athletics;moneyline;away;;125;117;3.56;PENDING
2026-07-24T07:17:25.081132+00:00;Minnesota Twins vs Athletics;moneyline;home;;-145;-129;5.06;SILVER
2026-07-24T07:17:50.575036+00:00;Minnesota Twins vs Athletics;moneyline;away;;131;117;6.06;SILVER
2026-07-24T07:18:25.704117+00:00;Minnesota Twins vs Athletics;moneyline;away;;131;117;6.06;SILVER
2026-07-24T07:24:51.776860+00:00;Minnesota Twins vs Athletics;spread;home;-1.5;139;150;4.6;BRONZE
2026-07-24T07:25:26.828130+00:00;Minnesota Twins vs Athletics;spread;home;-1.5;139;150;4.6;BRONZE
2026-07-24T07:25:52.362778+00:00;Minnesota Twins vs Athletics;spread;away;1.5;-157;-171;3.19;BRONZE
2026-07-24T07:26:27.429557+00:00;Minnesota Twins vs Athletics;spread;away;1.5;-157;-171;3.19;BRONZE
2026-07-24T11:40:37.539141+00:00;Pittsburgh Pirates vs Chicago Cubs;moneyline;away;;108;-101;4.32;PENDING
2026-07-24T11:49:58.630081+00:00;Philadelphia Phillies vs New York Yankees;moneyline;away;;115;123;3.72;BRONZE
2026-07-24T11:50:30.876967+00:00;Philadelphia Phillies vs New York Yankees;moneyline;away;;115;123;3.72;BRONZE
2026-07-24T12:25:47.587572+00:00;Boston Red Sox vs Toronto Blue Jays;total;over;8.5;-105;-119;5.74;SILVER
2026-07-24T12:26:07.729820+00:00;Boston Red Sox vs Toronto Blue Jays;total;over;8.5;-107;-119;4.87;PENDING
2026-07-24T12:26:18.976416+00:00;Boston Red Sox vs Toronto Blue Jays;total;over;8.5;-105;-119;5.74;SILVER
2026-07-24T12:26:48.004510+00:00;Boston Red Sox vs Toronto Blue Jays;total;under;8.5;-107;106;6.48;SILVER
2026-07-24T12:27:19.353796+00:00;Boston Red Sox vs Toronto Blue Jays;total;under;8.5;-107;106;6.48;SILVER
2026-07-24T12:47:59.303644+00:00;New York Mets vs Los Angeles Dodgers;moneyline;home;;131;124;3.03;BRONZE
2026-07-24T12:48:27.888207+00:00;New York Mets vs Los Angeles Dodgers;moneyline;home;;131;124;3.03;BRONZE
2026-07-24T12:50:22.609981+00:00;Philadelphia Phillies vs New York Yankees;total;under;7.5;101;-116;7.36;PENDING
2026-07-24T12:50:28.693937+00:00;Philadelphia Phillies vs New York Yankees;total;over;7.5;-110;103;6.33;SILVER
2026-07-24T12:51:00.659435+00:00;Philadelphia Phillies vs New York Yankees;total;over;7.5;-110;103;6.33;SILVER
2026-07-24T12:52:29.492452+00:00;Philadelphia Phillies vs New York Yankees;total;under;7.5;-102;-116;5.97;SILVER
2026-07-24T12:53:01.436196+00:00;Philadelphia Phillies vs New York Yankees;total;under;7.5;-102;-116;5.97;SILVER
2026-07-24T13:05:35.786125+00:00;St. Louis Cardinals vs Cincinnati Reds;total;under;8.0;-100;-107;3.27;PENDING
2026-07-24T13:05:37.705095+00:00;St. Louis Cardinals vs Cincinnati Reds;total;over;8.0;-114;-105;4.01;BRONZE
2026-07-24T13:06:05.792409+00:00;St. Louis Cardinals vs Cincinnati Reds;total;over;8.0;-114;-105;4.01;BRONZE
2026-07-24T13:37:20.395264+00:00;New York Mets vs Los Angeles Dodgers;total;over;9.0;-104;-111;3.09;BRONZE
2026-07-24T13:37:49.113461+00:00;New York Mets vs Los Angeles Dodgers;total;over;9.0;-104;-111;3.09;BRONZE
2026-07-24T13:37:53.060627+00:00;New York Mets vs Los Angeles Dodgers;moneyline;home;;126;118;3.54;PENDING
2026-07-24T13:37:57.214710+00:00;New York Mets vs Los Angeles Dodgers;spread;home;1.5;-124;-135;3.64;PENDING
2026-07-24T13:38:01.020337+00:00;New York Mets vs Los Angeles Dodgers;total;over;9.0;-101;-111;4.48;PENDING
2026-07-24T13:38:04.935861+00:00;St. Louis Cardinals vs Cincinnati Reds;moneyline;away;;142;133;3.72;PENDING
2026-07-24T13:38:20.862287+00:00;St. Louis Cardinals vs Cincinnati Reds;moneyline;home;;-159;-145;3.73;BRONZE
2026-07-24T13:38:49.594803+00:00;St. Louis Cardinals vs Cincinnati Reds;moneyline;home;;-159;-145;3.73;BRONZE
2026-07-24T13:39:21.279094+00:00;St. Louis Cardinals vs Cincinnati Reds;moneyline;away;;146;133;5.28;SILVER
2026-07-24T13:39:50.085761+00:00;St. Louis Cardinals vs Cincinnati Reds;moneyline;away;;146;133;5.28;SILVER
2026-07-24T13:40:21.695085+00:00;St. Louis Cardinals vs Cincinnati Reds;spread;home;-1.5;133;146;5.58;SILVER
2026-07-24T13:40:50.689954+00:00;St. Louis Cardinals vs Cincinnati Reds;spread;home;-1.5;133;146;5.58;SILVER
2026-07-24T13:41:22.120986+00:00;St. Louis Cardinals vs Cincinnati Reds;spread;away;1.5;-147;-162;3.75;BRONZE
2026-07-24T13:41:51.192797+00:00;St. Louis Cardinals vs Cincinnati Reds;spread;away;1.5;-147;-162;3.75;BRONZE
2026-07-24T13:53:27.931553+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-137;-126;3.68;BRONZE
2026-07-24T13:53:58.004040+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;home;;-137;-126;3.68;BRONZE
2026-07-24T13:54:28.214345+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;127;116;4.85;BRONZE
2026-07-24T13:54:58.292198+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;127;116;4.85;BRONZE
2026-07-24T13:55:28.505218+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;157;172;5.84;SILVER
2026-07-24T13:55:58.619942+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;home;-1.5;157;172;5.84;SILVER
2026-07-24T13:56:28.801918+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;away;1.5;-175;-193;3.39;BRONZE
2026-07-24T13:56:58.921702+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;away;1.5;-175;-193;3.39;BRONZE
2026-07-24T13:57:24.716530+00:00;Washington Nationals vs Arizona Diamondbacks;moneyline;away;;-113;-121;3.1;PENDING
2026-07-24T13:57:28.662251+00:00;Washington Nationals vs Arizona Diamondbacks;total;over;9.5;101;-106;3.31;PENDING
2026-07-24T14:14:09.878143+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;away;;150;140;4.0;BRONZE
2026-07-24T14:14:35.683964+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;away;;150;140;4.0;BRONZE
2026-07-24T14:15:10.285720+00:00;San Francisco Giants vs Los Angeles Angels;spread;home;-1.5;129;136;3.06;BRONZE
2026-07-24T14:15:36.025655+00:00;San Francisco Giants vs Los Angeles Angels;spread;home;-1.5;129;136;3.06;BRONZE
2026-07-24T14:24:12.362775+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;away;;217;238;6.62;SILVER
2026-07-24T14:24:37.954034+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;away;;217;238;6.62;SILVER
2026-07-24T14:24:45.131024+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;home;;-230;-266;4.1;PENDING
2026-07-24T14:24:49.581191+00:00;Milwaukee Brewers vs Colorado Rockies;spread;home;-1.5;-112;-121;3.51;PENDING
2026-07-24T14:27:55.479687+00:00;Washington Nationals vs Arizona Diamondbacks;spread;away;-1.5;139;131;3.35;PENDING
2026-07-24T14:40:04.760621+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;120;111;4.09;PENDING
2026-07-24T14:40:09.291151+00:00;Tampa Bay Rays vs Cleveland Guardians;spread;away;1.5;-184;-202;3.14;PENDING
2026-07-24T14:41:14.133737+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;250;230;5.71;PENDING
2026-07-24T14:41:18.809282+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;254;230;6.78;SILVER
2026-07-24T14:41:44.945546+00:00;Detroit Tigers vs Kansas City Royals;moneyline;away;;254;230;6.78;SILVER
2026-07-24T14:42:19.349352+00:00;Detroit Tigers vs Kansas City Royals;spread;home;-1.5;-123;-115;3.12;BRONZE
2026-07-24T14:42:45.451574+00:00;Detroit Tigers vs Kansas City Royals;spread;home;-1.5;-123;-115;3.12;BRONZE
2026-07-24T14:56:34.050901+00:00;Detroit Tigers vs Kansas City Royals;spread;away;1.5;110;103;3.33;PENDING
2026-07-24T15:11:46.554278+00:00;Pittsburgh Pirates vs Chicago Cubs;spread;away;1.5;-198;-218;3.08;PENDING
2026-07-24T15:24:04.652019+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;away;;229;243;4.26;BRONZE
2026-07-24T15:24:41.392702+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;away;;229;243;4.26;BRONZE
2026-07-24T16:44:25.668943+00:00;Tampa Bay Rays vs Cleveland Guardians;total;over;7.5;-104;109;6.55;SILVER
2026-07-24T16:44:40.927822+00:00;Tampa Bay Rays vs Cleveland Guardians;total;over;7.5;-104;109;6.55;SILVER
2026-07-24T16:44:42.787413+00:00;Tampa Bay Rays vs Cleveland Guardians;total;under;7.5;-113;-122;3.46;PENDING
2026-07-24T16:46:26.751487+00:00;Tampa Bay Rays vs Cleveland Guardians;total;under;7.5;-108;-122;5.52;SILVER
2026-07-24T16:46:42.030023+00:00;Tampa Bay Rays vs Cleveland Guardians;total;under;7.5;-108;-122;5.52;SILVER
2026-07-24T17:55:00.279672+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;away;;249;234;4.3;BRONZE
2026-07-24T17:55:19.530542+00:00;Milwaukee Brewers vs Colorado Rockies;moneyline;away;;249;234;4.3;BRONZE
2026-07-24T18:28:50.261532+00:00;Washington Nationals vs Arizona Diamondbacks;total;over;9.5;-106;-114;3.41;PENDING
2026-07-24T18:47:06.204733+00:00;Chicago White Sox vs Houston Astros;moneyline;away;;121;114;3.17;PENDING
2026-07-24T19:04:55.586842+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;home;;-112;-122;3.87;BRONZE
2026-07-24T19:05:42.379678+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;home;;-112;-122;3.87;BRONZE
2026-07-24T19:05:55.735371+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;away;;104;112;3.92;BRONZE
2026-07-24T19:06:42.537889+00:00;Baltimore Orioles vs Atlanta Braves;moneyline;away;;104;112;3.92;BRONZE
2026-07-24T19:06:55.877212+00:00;Baltimore Orioles vs Atlanta Braves;spread;home;-1.5;177;167;3.61;BRONZE
2026-07-24T19:07:24.422185+00:00;St. Louis Cardinals vs Cincinnati Reds;spread;away;1.5;-151;-164;3.16;PENDING
2026-07-24T19:07:42.724918+00:00;Baltimore Orioles vs Atlanta Braves;spread;home;-1.5;177;167;3.61;BRONZE
2026-07-24T19:19:32.861385+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;away;;145;132;5.31;PENDING
2026-07-24T19:19:46.398108+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;away;;141;132;3.73;BRONZE
2026-07-24T19:19:59.995380+00:00;San Francisco Giants vs Los Angeles Angels;moneyline;away;;141;132;3.73;BRONZE
2026-07-24T19:25:40.598218+00:00;Milwaukee Brewers vs Colorado Rockies;spread;home;-1.5;-121;-130;3.13;PENDING
2026-07-24T19:25:49.678409+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;113;120;3.29;BRONZE
2026-07-24T19:26:02.988675+00:00;Tampa Bay Rays vs Cleveland Guardians;moneyline;away;;113;120;3.29;BRONZE
2026-07-24T19:29:52.018964+00:00;Washington Nationals vs Arizona Diamondbacks;total;over;9.5;-114;-103;4.99;BRONZE
2026-07-24T19:30:04.975883+00:00;Washington Nationals vs Arizona Diamondbacks;total;over;9.5;-114;-103;4.99;BRONZE
2026-07-24T19:31:53.426208+00:00;Washington Nationals vs Arizona Diamondbacks;total;under;9.5;101;-109;4.61;BRONZE
2026-07-24T19:32:06.301512+00:00;Washington Nationals vs Arizona Diamondbacks;total;under;9.5;101;-109;4.61;BRONZE
2026-07-24T19:50:06.015241+00:00;Baltimore Orioles vs Atlanta Braves;spread;home;-1.5;167;155;4.49;BRONZE
2026-07-24T19:50:17.455758+00:00;Baltimore Orioles vs Atlanta Braves;spread;home;-1.5;167;155;4.49;BRONZE
